"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"
"2:39:02::"	"they"	"mcclellan"	","	"and"	",_they"	"they_mcclellan"	"mcclellan_and"	"arrive_,_they"	",_they_mcclellan"	"they_mcclellan_and"	"mcclellan_and_the"	"VB"	"ε"	"PRP"	"VB"	"NNP"	"CC"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"arrive"	"they"	"find"	"mcclellan"	"and"	"the"	"two"	"lawyers"	"sit"	"and"	"stare"	"silently"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"has"	"its"	"talent"	"way"	"talent_has"	"has_its"	"its_way"	",_talent_has"	"talent_has_its"	"has_its_way"	"its_way_to"	"ε"	"NN"	"VBZ"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"throughout"	"these"	"exciting"	"years"	"i"	"have"	"be"	"fortunate"	"for"	"although"	"have"	"never"	"offer"	"great"	"financial"	"inducements"	"talent"	"has"	"find"	"its"	"way"	"to"	"me"	"william_boal"	"who"	"so"	"ably"	"organize"	"business"	"operations"	"john_beach"	"who"	"guide"	"circulation"	"irving_granville"	"and"	"nelson_rector"	"who"	"travel"	"widely"	"call_on"	"business_firms"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"september"	"quebec"	"late"	"'s"	"late_september"	"september_quebec"	"quebec_'s"	"∅_late_september"	"late_september_quebec"	"september_quebec_'s"	"quebec_'s_color"	"ε"	"RB"	"NNP"	"VB"	"NNP"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"september"	"find"	"quebec"	"color"	"at"	"its"	"peak"	"especially"	"in"	"the"	"laurentian"	"hills"	"and"	"in"	"the"	"area"	"south"	"of"	"the"	"st._lawrence_river"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"and"	"that"	"rally"	"although"	"rally_and"	"and_that"	"that_although"	"soon_rally_and"	"rally_and_that"	"and_that_although"	"that_although_she"	"RB"	"VB"	"CC"	"VB"	"IN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"beatie"	"get"	"no"	"sympathy"	"for"	"misfortune"	"soon"	"rally"	"and"	"find"	"that"	"although"	"she"	"has"	"lose"	"a"	"lover"	"she"	"has"	"gain"	"her"	"freedom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::"	"i"	"it"	"``"	"hard"	"``_i"	"i_it"	"it_hard"	"∅_``_i"	"``_i_it"	"i_it_hard"	"it_hard_to"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"find"	"it"	"hard"	"to"	"understand"	"how"	"anyone"	"seek"	"a"	"in_public"	"life"	"could"	"demonstrate"	"such"	"poor"	"judgment"	"and"	"bad"	"taste"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::"	","	"so"	"it"	"impossible"	"it_,"	",_so"	"so_impossible"	"continue_it_,"	"it_,_so"	",_so_impossible"	"so_impossible_to"	"VB"	"PRP"	"ε"	"VB"	"RB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"constitution"	"of"	"the"	"southern"	"confederation"	"differ"	"from_that"	"of"	"the"	"federal_union"	"only"	"in"	"two"	"important"	"respects"	"it"	"openly"	"defiantly"	"slavery"	"an"	"institution"	"which"	"the"	"southerners"	"of"	"even_though"	"they"	"continue"	"it"	"find"	"so"	"impossible"	"to"	"reconcile"	"with"	"freedom"	"that"	"they"	"carefully"	"avoid"	"mention"	"the"	"word"	"in"	"the"	"federal_constitution"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"and"	"russia"	"destroy"	"russia_to"	"to_and"	"and_destroy"	"or_russia_to"	"russia_to_and"	"to_and_destroy"	"and_destroy_their"	"CC"	"NNP"	"TO"	"VB"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"seem"	"reasonable"	"that"	"if"	"general"	"nuclear"	"war"	"is"	"not"	"to"	"be"	"one"	"cataclysmic"	"act"	"of"	"burn"	"each"	"citizens"	"cinders"	"we"	"must"	"have"	"a"	"manned"	"strategic"	"force"	"of"	"long-endurance"	"aircraft"	"capable_of"	"go_into"	"china"	"or"	"russia"	"to"	"find"	"and"	"destroy"	"their"	"strategic"	"forces"	"which"	"continue"	"to"	"threaten"	"us"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"able_to"	"and"	"be"	"destroy"	"be_able_to"	"able_to_and"	"and_destroy"	"will_be_able_to"	"be_able_to_and"	"able_to_and_destroy"	"and_destroy_mobile"	"MD"	"VB"	"JJ"	"VB"	"CC"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some_day"	"many"	"years"	"in_the_future"	"true"	"will"	"be"	"able_to"	"find"	"and"	"destroy"	"mobile"	"targets"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"'ll"	"a"	"you"	"completely-restored"	"you_'ll"	"'ll_a"	"a_completely-restored"	",_you_'ll"	"you_'ll_a"	"'ll_a_completely-restored"	"a_completely-restored_new_england"	"ε"	"PRP"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"sturbridge_village"	"massachusetts"	"find"	"a"	"completely-restored"	"new_england"	"town"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:09::"	"are"	"literally"	"housewives"	"hundreds"	"housewives_are"	"are_literally"	"literally_hundreds"	"∅_housewives_are"	"housewives_are_literally"	"are_literally_hundreds"	"literally_hundreds_of"	"ε"	"NNS"	"VBP"	"VB"	"RB"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"find"	"literally"	"hundreds"	"of"	"ways"	"of"	"get"	"the"	"maximum"	"use"	"out"	"of"	"traditional"	"designs"	"say"	"mr._alden"	"and"	"they"	"are"	"do"	"it"	"largely"	"because"	"colonial"	"craftsmen"	"have"	"an"	"innate"	"sense"	"of"	"the"	"practical"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"women"	"21"	"five"	"-"	"five_women"	"women_21"	"21_-"	"and_five_women"	"five_women_21"	"women_21_-"	"21_-_year-old"	"CC"	"CD"	"NNS"	"VB"	"CD"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"jury"	"of"	"men"	"and"	"five"	"women"	"find"	"year-old"	"richard_pohl"	"guilty"	"of"	"manslaughter"	"yesterday"	"in"	"the"	"bludgeon"	"slaying"	"of"	"mrs._anna_hengesbach"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:09::"	","	"today"	"children"	"they"	"children_,"	",_today"	"today_they"	"the_children_,"	"children_,_today"	",_today_they"	"today_they_have"	"DT"	"NNS"	"ε"	"VB"	"NN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"sterling_township"	"family"	"of"	"six"	"surviving"	"children"	"whose"	"mother"	"die"	"yesterday"	"as"	"aftermath"	"to"	"a"	"fire"	"that"	"also"	"kill"	"one"	"of"	"the"	"children"	"find"	"today"	"they"	"have"	"the"	"help"	"of"	"hundreds"	"of"	"neighbors"	"and"	"school"	"friends"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"was"	"guilty"	"he"	"of"	"he_was"	"was_guilty"	"guilty_of"	"∅_he_was"	"he_was_guilty"	"was_guilty_of"	"guilty_of_reckless"	"ε"	"PRP"	"VB"	"VB"	"JJ"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"find"	"guilty"	"of"	"reckless"	"driving"	"yesterday"	"by"	"traffic_judge_george_t._murphy"	"who"	"continue"	"his"	"no-driving"	"probation"	"for"	"another"	"year"	"and"	"order"	"him"	"to"	"spend"	"days"	"in"	"the"	"detroit"	"house_of_correction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"she"	"herself"	"∅"	"wish"	"∅_she"	"she_herself"	"herself_wish"	"∅_∅_she"	"∅_she_herself"	"she_herself_wish"	"herself_wish_an"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"find"	"herself"	"wish"	"an"	"old"	"wish"	"that"	"she"	"had"	"tell"	"doaty"	"she"	"was"	"run_away"	"that"	"she"	"had"	"leave"	"something"	"more"	"behind"	"her"	"than"	"the"	"loving"	"sorry"	"note"	"and"	"her"	"best"	"garnet"	"pin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::"	","	"the"	"side"	"idea"	"side_,"	",_the"	"the_idea"	"her_side_,"	"side_,_the"	",_the_idea"	"the_idea_oppressive"	"PRP$"	"NN"	"ε"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"turn"	"her"	"side"	"find"	"the"	"idea"	"oppressive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"to"	"him"	"sun"	","	"sun_to"	"to_him"	"him_,"	"the_sun_to"	"sun_to_him"	"to_him_,"	"him_,_give"	"DT"	"NN"	"TO"	"VB"	"PRP"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"old_man"	"sit"	"against"	"the"	"wall"	"of"	"cottage"	"and"	"wait"	"for"	"the"	"sun"	"to"	"find"	"him"	"give"	"her"	"a"	"more_than"	"reflective"	"look"	"as"	"she"	"pass"	"the"	"sap"	"still"	"plainly"	"rise"	"in"	"his"	"branches"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"one"	"that"	"name"	"that_to"	"to_one"	"one_name"	"years_that_to"	"that_to_one"	"to_one_name"	"one_name_``"	"NNS"	"RB"	"TO"	"VB"	"CD"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"both"	"church"	"and"	"graveyard"	"be"	"smaller"	"than"	"she"	"remember"	"them"	"how"	"many"	"things"	"had"	"lessen"	"while"	"be"	"gone"	"away"	"but"	"the"	"headstones"	"had"	"grow"	"so"	"thick"	"in"	"thirty"	"years"	"that"	"to"	"find"	"one"	"name"	"dorothy_tredding"	"seem"	"suddenly"	"impossible"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"questions"	"in"	"of"	"miss"	"of_questions"	"questions_in"	"in_miss"	"list_of_questions"	"of_questions_in"	"questions_in_miss"	"in_miss_gee"	"NN"	"IN"	"NNS"	"VB"	"IN"	"NNP"	"UH"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"navy"	"captain"	"disclose"	"that"	"a"	"list"	"of"	"questions"	"find"	"in"	"miss"	"gee"	"purse"	"would"	"if"	"complete"	"and"	"hand"	"back"	"have"	"give"	"the"	"kremlin"	"a"	"complete"	"picture"	"of"	"our"	"current"	"anti-submarine"	"effort"	"and"	"would"	"have"	"show"	"what"	"we"	"are"	"do"	"in"	"research"	"and"	"development"	"for"	"the"	"future"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"codes"	"hide"	"on"	"in"	"on_codes"	"codes_hide"	"hide_in"	"specify_on_codes"	"on_codes_hide"	"codes_hide_in"	"hide_in_cigaret"	"VB"	"IN"	"NNS"	"VB"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"six"	"radiomen"	"tell"	"how"	"twice"	"on"	"two"	"days"	"after"	"the"	"ring"	"was"	"nab"	"a"	"transmitter"	"moscow"	"was"	"hear"	"call"	"use"	"signals"	"times"	"and"	"wavelengths"	"specify"	"on"	"codes"	"find"	"hide"	"in"	"cigaret"	"lighters"	"in"	"lonsdale"	"apartment"	"and"	"the"	"krogers"	"house"	"and"	"also"	"fasten"	"to"	"the"	"transmitter"	"lid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"may"	"a"	"you"	"conditioner"	"you_may"	"may_a"	"a_conditioner"	"∅_you_may"	"you_may_a"	"may_a_conditioner"	"a_conditioner_rate"	"ε"	"PRP"	"MD"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"may"	"find"	"a"	"conditioner"	"rate"	"by"	"horsepower"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"to"	"in"	"sorry"	"your"	"sorry_to"	"to_in"	"in_your"	"and_sorry_to"	"sorry_to_in"	"to_in_your"	"in_your_issue"	"CC"	"JJ"	"TO"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"be"	"and"	"sorry"	"to"	"find"	"in"	"your"	"issue"	"of"	"march"	"a"	"long"	"and"	"detailed"	"attack"	"upon"	"a"	"book"	"that"	"had"	"not_yet"	"been"	"publish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
