"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"
"2:38:01::"	"might"	"us"	"which"	"to"	"which_might"	"might_us"	"us_to"	"clue_which_might"	"which_might_us"	"might_us_to"	"us_to_a"	"NN"	"WDT"	"MD"	"VB"	"PRP"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"search"	"clue"	"which"	"might"	"lead"	"us"	"to"	"a"	"fresh"	"apprehension"	"of"	"the"	"reality"	"of"	"spirit"	"the"	"close"	"connection"	"between"	"spirit"	"and"	"community"	"be"	"likely"	"to"	"prove"	"the"	"most"	"fruitful"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:27:00::"	"to"	","	"liver"	"as"	"liver_to"	"to_,"	",_as"	"your_liver_to"	"liver_to_,"	"to_,_as"	",_as_a"	"PRP$"	"NN"	"TO"	"NN"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"the"	"pair"	"of"	"sudanese"	"ivory"	"carving"	"you"	"really"	"possess"	"juju"	"to"	"turn"	"your"	"liver"	"to"	"lead"	"as"	"a"	"dealer"	"in"	"khartoum"	"assure"	"me"	"i"	"be"	"not"	"competent"	"to"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"off"	","	"with"	",_person"	"person_off"	"off_with"	"ninth_,_person"	",_person_off"	"person_off_with"	"off_with_his"	"JJ"	"ε"	"NNP"	"VB"	"IN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"person"	"lead"	"off"	"with"	"his"	"second"	"double"	"of"	"the"	"night"	"a"	"blast"	"off"	"the"	"fence"	"foot"	"deep"	"into"	"left"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"substantial"	"in"	"a"	"the"	"a_substantial"	"substantial_in"	"in_the"	"be_a_substantial"	"a_substantial_in"	"substantial_in_the"	"in_the_early"	"VB"	"DT"	"JJ"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"paget"	"which"	"have"	"what"	"to"	"be"	"a"	"substantial"	"lead"	"in"	"the"	"early"	"stage"	"tire"	"rapidly"	"near"	"the"	"wire"	"and"	"be"	"able"	"to"	"save"	"place"	"money"	"only"	"a"	"head"	"in_front"	"of"	"person"	"milties_miss"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:02::"	"the"	"through"	"keep"	"two"	"keep_the"	"the_through"	"through_two"	"and_keep_the"	"keep_the_through"	"the_through_two"	"through_two_third"	"CC"	"VB"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"shoot"	"out"	"and"	"keep"	"the"	"lead"	"through"	"two"	"third"	"of"	"the"	"race"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:02::"	"a"	"to"	"of"	"hold_off"	"of_a"	"a_to"	"to_hold_off"	"enough_of_a"	"of_a_to"	"a_to_hold_off"	"to_hold_off_them"	"JJ"	"IN"	"DT"	"NN"	"NN"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"did"	"hit"	"two"	"quick"	"strike"	"in"	"the"	"against"	"the"	"group"	"but"	"dallas"	"have"	"enough"	"of"	"a"	"lead"	"to"	"hold_off"	"them"	"off"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"group"	"in"	"∅"	"per"	"∅_group"	"group_in"	"in_per"	"∅_∅_group"	"∅_group_in"	"group_in_per"	"in_per_game"	"ε"	"ε"	"NNP"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lead"	"in"	"per"	"game"	"rushing"	"average"	"yard"	"and"	"passing"	"to"	"group"	"but"	"idle"	"group"	"have"	"the"	"best"	"defensive"	"record"	"yard"	"per"	"game"	"to"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"has"	"to"	"tsh"	"further"	"tsh_has"	"has_to"	"to_further"	"isolate_tsh_has"	"tsh_has_to"	"has_to_further"	"to_further_purification"	"VB"	"NN"	"VBZ"	"VB"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"last"	"few"	"year"	"the"	"application"	"of"	"chromatographic"	"modern"	"technique"	"to"	"the"	"problem"	"of"	"isolate"	"tsh"	"has"	"lead"	"to"	"further"	"purification"	"person"	"and"	"person"	"person"	"person"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	","	"agency"	"service"	"office"	"service_,"	",_agency"	"agency_office"	"'_service_,"	"service_,_agency"	",_agency_office"	"agency_office_in"	"ε"	"NN"	"ε"	"VB"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"agent"	"and"	"chief"	"operator"	"who"	"was"	"to"	"retire"	"with"	"thirty"	"year"	"service"	"lead"	"agency"	"office"	"in"	"sale"	"for"	"the"	"year"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"balance"	"also"	"its"	"to"	"its_balance"	"balance_also"	"also_to"	"in_its_balance"	"its_balance_also"	"balance_also_to"	"also_to_qualitative"	"IN"	"PRP$"	"NN"	"VB"	"RB"	"TO"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"a"	"clue"	"to"	"these"	"and"	"related"	"problem"	"lie_in"	"the"	"fact"	"that"	"change"	"the"	"intensity"	"of"	"hypothalamic"	"discharge"	"which"	"are"	"associate"	"with"	"change"	"in"	"its"	"balance"	"lead"	"also"	"to"	"qualitative"	"alteration"	"in"	"reactivity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
