"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"2:42:00::"	"spine"	"stiff"	"his"	"and"	"his_spine"	"spine_stiff"	"stiff_and"	"and_his_spine"	"his_spine_stiff"	"spine_stiff_and"	"stiff_and_glass"	"CC"	"PRP$"	"NN"	"VB"	"JJ"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"seeping"	"coldness"	"enter"	"person"	"being"	"his"	"nerve"	"seem"	"frostbitten"	"down"	"the"	"tip"	"of"	"his"	"tingling"	"finger"	"and"	"his"	"spine"	"feel"	"stiff"	"and"	"glass"	"like"	"liable"	"to"	"break"	"like"	"an"	"icicle"	"at"	"any"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"should"	"bound"	"we"	"by"	"we_should"	"should_bound"	"bound_by"	"why_we_should"	"we_should_bound"	"should_bound_by"	"bound_by_person"	"WRB"	"PRP"	"MD"	"VB"	"JJ"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"is"	"no"	"reason"	"why"	"we"	"should"	"feel"	"bound"	"by"	"person"	"rule"	"and"	"procedure"	"since"	"his"	"predilection"	"and"	"aim"	"have"	"grow"	"so"	"vast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"person"	"that"	"∅"	"she"	"∅_person"	"person_that"	"that_she"	"∅_∅_person"	"∅_person_that"	"person_that_she"	"that_she_be"	"ε"	"ε"	"NNP"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"that"	"she"	"be"	"not"	"exactly"	"more"	"comfortable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"some"	"that"	"and"	"we"	"and_some"	"some_that"	"that_we"	"person_and_some"	"and_some_that"	"some_that_we"	"that_we_should"	"NNP"	"CC"	"DT"	"VB"	"IN"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"some"	"feel"	"that"	"we"	"should"	"march"	"toward"	"location"	"and"	"take_up"	"new"	"ahead"	"of"	"the"	"slow-moving"	"british"	"column"	"but"	"another"	"group"	"maintain"	"that"	"we"	"should"	"stick"	"to"	"this"	"spot"	"and"	"this"	"section"	"of"	"road"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"officer"	"that"	"company"	"in_the_end"	"company_officer"	"officer_that"	"that_in_the_end"	"the_company_officer"	"company_officer_that"	"officer_that_in_the_end"	"that_in_the_end_,"	"DT"	"NN"	"NN"	"VB"	"IN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"both"	"person"	"and"	"person"	"life"	"were"	"threaten"	"by"	"the"	"following"	"the"	"killing"	"but"	"the"	"company"	"officer"	"feel"	"that"	"in_the_end"	"it"	"would"	"serve"	"to"	"quiet"	"them"	"despite"	"their"	"immediate"	"emotion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"himself"	"∅"	"now"	"∅_he"	"he_himself"	"himself_now"	"∅_∅_he"	"∅_he_himself"	"he_himself_now"	"himself_now_,"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"himself"	"now"	"as"	"he"	"himself"	"say"	"in"	"his"	"confessions"	"at"	"a"	"crucial"	"point"	"of"	"his"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"n't"	"bold"	"did"	"at_all"	"did_n't"	"n't_bold"	"bold_at_all"	"he_did_n't"	"did_n't_bold"	"n't_bold_at_all"	"bold_at_all_."	"PRP"	"VBD"	"RB"	"VB"	"JJ"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"of_course"	"behind"	"boldness"	"he"	"did"	"n't"	"feel"	"bold"	"at_all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"and"	"again"	"chin"	"the"	"chin_and"	"and_again"	"again_the"	"unshaved_chin_and"	"chin_and_again"	"and_again_the"	"again_the_ache"	"JJ"	"NN"	"CC"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"wraithlike"	"event"	"of"	"the"	"last"	"few"	"day"	"flood"	"mind"	"and"	"he"	"rub"	"his"	"unshaved"	"chin"	"and"	"feel"	"again"	"the"	"ache"	"in"	"his"	"kidney"	"cause"	"by"	"his"	"saddle"	"odyssey"	"from"	"boston"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"and"	"comfortable"	"sag_down"	"."	"sag_down_and"	"and_comfortable"	"comfortable_."	"bottom_sag_down_and"	"sag_down_and_comfortable"	"and_comfortable_."	"comfortable_._∅"	"NN"	"VB"	"CC"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"say"	"person"	"eventually"	"make"	"them"	"both"	"sit"	"in"	"formation"	"on"	"a"	"big"	"root"	"of"	"a"	"live_oak"	"sort"	"of"	"root"	"that"	"divide"	"itself"	"and"	"make"	"their"	"bottom"	"sag_down"	"and"	"feel"	"comfortable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"person"	"could"	"which"	"better"	"which_person"	"person_could"	"could_better"	"money_which_person"	"which_person_could"	"person_could_better"	"could_better_be"	"NN"	"WDT"	"NNP"	"VB"	"MD"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"construe"	"this"	"as"	"a"	"veiled"	"effort"	"by"	"person"	"help"	"dallas"	"and"	"large"	"city"	"get"	"money"	"which"	"person"	"feel"	"could"	"better"	"be"	"spend"	"provide"	"water"	"for"	"rural"	"texas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"he"	"something"	"for"	"well_up"	"for_he"	"he_something"	"something_well_up"	",_for_he"	"for_he_something"	"he_something_well_up"	"something_well_up_in"	"ε"	"IN"	"PRP"	"VB"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"explain"	"his"	"errand"	"but"	"without"	"bother"	"to"	"make"	"it"	"plausible"	"for"	"he"	"feel"	"something"	"well_up"	"in"	"him"	"which"	"be"	"the"	"reason"	"why"	"he"	"had"	"flee"	"the"	"army"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"he"	"curiously"	"∅"	"sleepy"	"∅_he"	"he_curiously"	"curiously_sleepy"	"∅_∅_he"	"∅_he_curiously"	"he_curiously_sleepy"	"curiously_sleepy_,"	"ε"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"curiously"	"sleepy"	"the"	"world"	"seem"	"far"	"away"	"he"	"know"	"he"	"should"	"get"	"to"	"person"	"but"	"he"	"did"	"n't"	"know"	"how"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	","	"as"	"jew"	"he"	"jew_,"	",_as"	"as_he"	"young_jew_,"	"jew_,_as"	",_as_he"	"as_he_stand"	"JJ"	"NN"	"ε"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"had"	"that"	"man"	"young"	"jew"	"feel"	"as"	"he"	"stand"	"in"	"the"	"twilight"	"and"	"hear"	"man"	"faraway"	"sing"	"together"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"be"	"by"	"can"	"the"	"can_be"	"be_by"	"by_the"	")_can_be"	"can_be_by"	"be_by_the"	"by_the_reader"	"ε"	"MD"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"force"	"of"	"the"	"author"	"analysis"	"if"	"indeed"	"have"	"any"	"force"	"can"	"be"	"feel"	"by"	"the"	"reader"	"i"	"believe"	"only"	"after"	"three"	"question"	"have"	"been"	"successfully"	"answer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"person"	"sorry_for"	"∅"	"person"	"∅_person"	"person_sorry_for"	"sorry_for_person"	"∅_∅_person"	"∅_person_sorry_for"	"person_sorry_for_person"	"sorry_for_person_;"	"ε"	"ε"	"NNP"	"VB"	"JJ"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"sorry_for"	"person"	"he"	"had_a_time"	"keep"	"the"	"tears"	"from"	"well"	"to"	"his"	"own"	"eye"	"as"	"he"	"stand"	"in"	"the"	"crowd"	"in"	"the"	"observation_dome"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	","	"himself"	"slowly"	"icy"	"slowly_,"	",_himself"	"himself_icy"	",_slowly_,"	"slowly_,_himself"	",_himself_icy"	"himself_icy_yet"	"ε"	"RB"	"ε"	"VB"	"PRP"	"JJ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"feel"	"himself"	"icy"	"yet"	"burning"	"person"	"turn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"person"	"his"	"∅"	"heart"	"∅_person"	"person_his"	"his_heart"	"∅_∅_person"	"∅_person_his"	"person_his_heart"	"his_heart_thud"	"ε"	"ε"	"NNP"	"VB"	"PRP$"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"his"	"heart"	"thud"	"heavily"	"with"	"relief"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"we"	"that"	"``"	"in_the_future"	"``_we"	"we_that"	"that_in_the_future"	",_``_we"	"``_we_that"	"we_that_in_the_future"	"that_in_the_future_location"	"ε"	"ε"	"PRP"	"VB"	"IN"	"RB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nevertheless"	"feel"	"that"	"in_the_future"	"location"	"should"	"receive"	"some"	"portion"	"of"	"these"	"available"	"fund"	"the"	"juror"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"''"	"``"	"of"	"``_the"	"the_''"	"''_of"	"get_``_the"	"``_the_''"	"the_''_of"	"''_of_real"	"VB"	"ε"	"DT"	"NN"	"ε"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"of_course"	"to"	"work_on"	"extant"	"or"	"projected"	"building"	"where"	"either"	"architect"	"or"	"will"	"explain"	"their"	"necessity"	"so_that"	"the"	"student"	"may"	"get"	"the"	"feel"	"of"	"real"	"interior_design"	"demand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"he"	"a"	","	"stranger"	",_he"	"he_a"	"a_stranger"	"wander_,_he"	",_he_a"	"he_a_stranger"	"a_stranger_to"	"VB"	"ε"	"PRP"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"he"	"had"	"puzzle"	"the"	"meaning"	"of"	"the"	"great"	"stone"	"monument"	"man"	"throw"	"up"	"to"	"the"	"sky"	"and"	"always"	"as"	"he"	"wander"	"he"	"feel"	"a"	"stranger"	"to"	"their"	"exultation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"me"	"naked"	"make"	"''"	"make_me"	"me_naked"	"naked_''"	"you_make_me"	"make_me_naked"	"me_naked_''"	"naked_''_."	"PRP"	"VB"	"PRP"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lovie"	"you"	"me"	"feel"	"naked"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"universally"	"than"	"and"	"spirit"	"and_universally"	"universally_than"	"than_spirit"	"know_and_universally"	"and_universally_than"	"universally_than_spirit"	"than_spirit_."	"VB"	"CC"	"RB"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"nothing"	"in"	"the"	"whole"	"range"	"human"	"experience"	"more"	"widely"	"know"	"and"	"universally"	"feel"	"than"	"spirit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"person"	"intense"	","	"pain"	",_person"	"person_intense"	"intense_pain"	"capsule_,_person"	",_person_intense"	"person_intense_pain"	"intense_pain_."	"NN"	"ε"	"NNP"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"she"	"submit"	"to"	"his"	"with"	"the"	"capsule"	"person"	"feel"	"intense"	"pain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"he"	"close"	"∅"	"to"	"∅_he"	"he_close"	"close_to"	"∅_∅_he"	"∅_he_close"	"he_close_to"	"close_to_person"	"ε"	"ε"	"PRP"	"VB"	"JJ"	"RB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"close"	"to"	"person"	"having"	"spend"	"so"	"long"	"concentrate_on"	"the"	"beginning"	"of"	"her"	"journey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"he"	"a"	"∅"	"puppyish"	"∅_he"	"he_a"	"a_puppyish"	"∅_∅_he"	"∅_he_a"	"he_a_puppyish"	"a_puppyish_need"	"ε"	"ε"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"a"	"puppyish"	"need"	"for"	"company"	"as"	"strong"	"as"	"his"	"earlier"	"necessity"	"for"	"quiet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"i"	"fine"	"``"	"!"	"``_i"	"i_fine"	"fine_!"	"∅_``_i"	"``_i_fine"	"i_fine_!"	"fine_!_∅"	"ε"	"ε"	"PRP"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"fine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
