"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"
"2:31:05::"	"had"	"his"	"he"	"car"	"he_had"	"had_his"	"his_car"	"where_he_had"	"he_had_his"	"had_his_car"	"his_car_,"	"WRB"	"PRP"	"VB"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"taxi"	"take"	"him"	"back"	"to"	"bar"	"and"	"grill"	"where"	"he"	"had"	"leave"	"his"	"car"	"and"	"a_few"	"minute"	"later"	"he"	"find"	"a"	"parking_space"	"across"	"the"	"street"	"from"	"his"	"apartment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"was"	"twenty_thousand"	"person"	","	"person_was"	"was_twenty_thousand"	"twenty_thousand_,"	"∅_person_was"	"person_was_twenty_thousand"	"was_twenty_thousand_,"	"twenty_thousand_,_person"	"ε"	"NNP"	"VB"	"VB"	"CD"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"leave"	"twenty_thousand"	"person"	"ten_thousand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"he"	"that"	"as"	"this"	"as_he"	"he_that"	"that_this"	"know_as_he"	"as_he_that"	"he_that_this"	"that_this_be"	"VB"	"IN"	"PRP"	"VB"	"IN"	"DT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"inspector"	"as"	"he"	"leave"	"that"	"this"	"be"	"wishful_thinking"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"mercer"	"school"	","	"and"	",_mercer"	"mercer_school"	"school_and"	"fail_,_mercer"	",_mercer_school"	"mercer_school_and"	"school_and_on"	"VB"	"ε"	"NN"	"VB"	"NN"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"family"	"fail"	"mercer"	"leave"	"school"	"and"	"on"	"his"	"mother"	"urging"	"for"	"she"	"hope"	"that"	"he"	"would"	"become"	"an"	"actor"	"he"	"join"	"a"	"local"	"little"	"theater"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"after"	"person"	"∅"	","	"∅_after"	"after_person"	"person_,"	"∅_∅_after"	"∅_after_person"	"after_person_,"	"person_,_person"	"ε"	"ε"	"IN"	"VB"	"NNP"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leave"	"person"	"person"	"have"	"no"	"destination"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"he"	"the"	","	"bedroom"	",_he"	"he_the"	"the_bedroom"	"past_,_he"	",_he_the"	"he_the_bedroom"	"the_bedroom_."	"NN"	"ε"	"PRP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"the"	"end"	"of"	"the"	"half-hour"	"rack"	"his"	"brain"	"think_of"	"over_and_over_again"	"person"	"her"	"friend"	"her"	"past"	"he"	"leave"	"the"	"bedroom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"them"	"for"	"of"	"a"	"of_them"	"them_for"	"for_a"	"two_of_them"	"of_them_for"	"them_for_a"	"for_a_week"	"JJ"	"IN"	"PRP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"night"	"two"	"of"	"them"	"leave"	"for"	"a"	"week"	"honeymoon"	"in"	"acapulco"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:05::"	"strength"	"her"	"her"	"."	"her_strength"	"strength_her"	"her_."	",_her_strength"	"her_strength_her"	"strength_her_."	"her_._∅"	"ε"	"PRP$"	"NN"	"VB"	"PRP$"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"morning"	"of"	"person"	"however"	"her"	"strength"	"leave"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"∅"	"the"	"∅"	"cardroom"	"∅_∅"	"∅_the"	"the_cardroom"	"∅_∅_∅"	"∅_∅_the"	"∅_the_cardroom"	"the_cardroom_,"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"cardroom"	"they"	"move_back"	"through"	"the"	"location"	"the"	"way"	"they"	"had"	"come"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"she"	"her"	"before"	"room"	"before_she"	"she_her"	"her_room"	"but_before_she"	"before_she_her"	"she_her_room"	"her_room_she"	"CC"	"IN"	"PRP"	"VB"	"PRP$"	"NN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"she"	"leave"	"her"	"room"	"she"	"dig_into"	"her"	"big"	"moire"	"bag"	"take_out"	"the"	"envelope"	"hold"	"her"	"marriage_contract"	"and"	"the"	"wax"	"seal"	"had"	"been"	"break"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"n't"	"this"	"do"	"country"	"do_n't"	"n't_this"	"this_country"	"you_do_n't"	"do_n't_this"	"n't_this_country"	"this_country_within"	"PRP"	"VBP"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"do"	"n't"	"leave"	"this"	"country"	"within"	"day"	"your"	"life"	"will"	"be"	"take"	"the"	"same"	"as"	"person"	"was"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"not"	"her"	"would"	"."	"would_not"	"not_her"	"her_."	"person_would_not"	"would_not_her"	"not_her_."	"her_._∅"	"NNP"	"MD"	"RB"	"VB"	"PRP$"	"ε"	"ε"	"at"	"the"	"man"	"nod"	"beside"	"her"	"a"	"man"	"with"	"weather"	"crack"	"furrow"	"into"	"his"	"lean"	"cheek"	"with"	"powdery"	"pale"	"eye"	"reflect"	"all"	"the"	"drought"	"he"	"had"	"see"	"reflect"	"the"	"sky"	"and"	"the"	"drought"	"which"	"must"	"follow"	"now"	"in"	"august"	"yes"	"with"	"eye"	"predict"	"the"	"drought"	"and"	"here"	"it"	"was"	"only"	"june"	"only"	"festival"	"time"	"again"	"thought"	"of"	"person"	"would"	"not"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"∅"	"me"	"∅"	"alone"	"∅_∅"	"∅_me"	"me_alone"	"∅_∅_∅"	"∅_∅_me"	"∅_me_alone"	"me_alone_,"	"ε"	"ε"	"ε"	"VB"	"PRP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"me"	"alone"	"person"	"think"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"the"	"than"	"station"	"than_to"	"to_the"	"the_station"	"better_than_to"	"than_to_the"	"to_the_station"	"the_station_without"	"RB"	"RB"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sir"	"person"	"know"	"than"	"to"	"leave"	"the"	"station"	"without"	"a"	"relief"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"'d"	"them"	"he"	"at"	"he_'d"	"'d_them"	"them_at"	"that_he_'d"	"he_'d_them"	"'d_them_at"	"them_at_the"	"IN"	"PRP"	"MD"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"the"	"doorway"	"he"	"squint"	"up"	"at"	"the"	"gray"	"morning"	"overcast"	"and"	"his"	"jacket"	"pocket"	"for"	"the"	"cigarette"	"remember"	"then"	"that"	"he"	"leave"	"them"	"at"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"had"	","	"they"	"some"	"they_had"	"had_,"	",_some"	"after_they_had"	"they_had_,"	"had_,_some"	",_some_of"	"IN"	"PRP"	"VB"	"VB"	"ε"	"DT"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"had"	"leave"	"some"	"of"	"the"	"people"	"move"	"around"	"to"	"find"	"more"	"comfortable"	"place"	"to"	"sit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:05::"	"to"	"a"	"evaporate"	"residue"	"evaporate_to"	"to_a"	"a_residue"	"which_evaporate_to"	"evaporate_to_a"	"to_a_residue"	"a_residue_."	"WDT"	"VB"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"miscellaneous"	"soil"	"which"	"primarily"	"include"	"sticky"	"and"	"colorless"	"liquid"	"which"	"evaporate"	"to"	"leave"	"a"	"residue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	","	"an"	"top"	"inch"	"top_,"	",_an"	"an_inch"	"the_top_,"	"top_,_an"	",_an_inch"	"an_inch_high"	"DT"	"NN"	"ε"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"second"	"and"	"also"	"good"	"practice"	"to"	"shear"	"off"	"the"	"top"	"leave"	"an"	"inch"	"high"	"stub"	"with"	"just"	"a"	"leaf"	"or"	"two"	"on"	"each"	"branch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"if"	"to"	"there"	"myself"	"there_if"	"if_to"	"to_myself"	"die_there_if"	"there_if_to"	"if_to_myself"	"to_myself_,"	"VB"	"RB"	"IN"	"VB"	"TO"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"would"	"have"	"stand"	"and"	"die"	"there"	"if"	"leave"	"to"	"myself"	"but"	"person"	"grab"	"my"	"arm"	"in"	"his"	"viselike"	"grip"	"and"	"fairly"	"pluck"	"me"	"out"	"of"	"there"	"and_then"	"i"	"come_to"	"some"	"sanity"	"and"	"plunge"	"away"	"with"	"such"	"extraordinary"	"speed"	"that"	"i"	"outdistance"	"person"	"by_far"	"0"	"0"	"0"	"0"	
"2:38:01::"	"should"	"new_mexico"	"he"	"."	"he_should"	"should_new_mexico"	"new_mexico_."	"that_he_should"	"he_should_new_mexico"	"should_new_mexico_."	"new_mexico_._∅"	"IN"	"PRP"	"MD"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"increasing"	"threat"	"on"	"his"	"life"	"convince"	"person"	"that"	"he"	"should"	"leave"	"new_mexico"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"had"	","	"policeman"	"having"	"policeman_had"	"had_,"	",_having"	"the_policeman_had"	"policeman_had_,"	"had_,_having"	",_having_pursue"	"DT"	"NN"	"VB"	"VB"	"ε"	"VBG"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"never_mind_''"	"person"	"had"	"say"	"after"	"policeman"	"had"	"leave"	"having"	"pursue"	"the"	"usual"	"uncooperative"	"course"	"of"	"grownup"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"person"	"the"	"∅"	"tent"	"∅_person"	"person_the"	"the_tent"	"∅_∅_person"	"∅_person_the"	"person_the_tent"	"the_tent_."	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leave"	"the"	"tent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"he"	"his"	"∅"	"home"	"∅_he"	"he_his"	"his_home"	"∅_∅_he"	"∅_he_his"	"he_his_home"	"his_home_the"	"ε"	"ε"	"PRP"	"VB"	"PRP$"	"NN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leave"	"his"	"home"	"the"	"day"	"after"	"new_year's_day"	"wear"	"a"	"mackinaw"	"and"	"sheepskin"	"mittens"	"and"	"without"	"a"	"hat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"voice"	"the"	"'s"	"conversation"	"'s_voice"	"voice_the"	"the_conversation"	"secretary_'s_voice"	"'s_voice_the"	"voice_the_conversation"	"the_conversation_open"	"NN"	"POS"	"NN"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"was"	"about_to"	"hang_up"	"the"	"phone"	"but"	"a"	"of"	"hesitancy"	"in"	"the"	"secretary"	"voice"	"leave"	"the"	"conversation"	"open"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
