"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"2:30:01::"	"to"	"millions"	"heroics"	"of"	"heroics_to"	"to_millions"	"millions_of"	"pop_heroics_to"	"heroics_to_millions"	"to_millions_of"	"millions_of_tongue"	"VB"	"NN"	"TO"	"VB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"when"	"it"	"seem"	"baseball"	"might"	"be"	"lose"	"grip"	"on"	"the"	"masses"	"pop_up"	"pop"	"heroics"	"to"	"start"	"millions"	"of"	"tongue"	"to"	"wag"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"of"	"before"	"a"	"before_the"	"the_of"	"of_a"	"30_minutes_before_the"	"before_the_of"	"the_of_a"	"of_a_major_league"	"NN"	"IN"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"rule"	"provide_for"	"a"	"blackout"	"televise"	"baseball"	"before"	"the"	"start"	"of"	"a"	"major_league"	"or"	"minor_league"	"game"	"in"	"any"	"area"	"come"	"from"	"the"	"game"	"top"	"ruler"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:04::"	"he"	"slightly"	"which"	","	"which_he"	"he_slightly"	"slightly_,"	"at_which_he"	"which_he_slightly"	"he_slightly_,"	"slightly_,_and_then"	"IN"	"WDT"	"PRP"	"VB"	"RB"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"have"	"come"	"to"	"talk"	"with"	"you"	"about"	"future"	"of"	"humor"	"and"	"comedy"	"i"	"tell"	"at"	"which"	"he"	"start"	"slightly"	"and_then"	"make"	"us"	"each"	"a"	"stiff"	"drink"	"with"	"a"	"trembling"	"hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"had"	"."	"person"	"∅"	"person_had"	"had_."	"._∅"	",_person_had"	"person_had_."	"had_._∅"	"._∅_∅"	"ε"	"NNP"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"look"	"like"	"that"	"picture"	"i"	"have"	"the"	"office"	"person"	"had"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"she"	"to"	"and"	"raise"	"and_she"	"she_to"	"to_raise"	",_and_she"	"and_she_to"	"she_to_raise"	"to_raise_it"	"ε"	"CC"	"PRP"	"VB"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"was"	"carry"	"quirt"	"and"	"she"	"start"	"to"	"raise"	"it"	"then"	"let"	"it"	"fall"	"again"	"and"	"dangle"	"from"	"her"	"wrist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"hand"	"to"	"her"	"work"	"her_hand"	"hand_to"	"to_work"	"see_her_hand"	"her_hand_to"	"hand_to_work"	"to_work_down"	"VB"	"PRP$"	"NN"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"her"	"hand"	"start"	"to"	"work"	"down"	"the"	"leather"	"thong"	"toward"	"the"	"handle"	"of"	"the"	"quirt"	"and"	"he"	"grab"	"her"	"wrist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"he"	"by"	"∅"	"make"	"∅_he"	"he_by"	"by_make"	"∅_∅_he"	"∅_he_by"	"he_by_make"	"by_make_free"	"ε"	"ε"	"PRP"	"VB"	"IN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"by"	"make"	"free"	"sketch"	"to"	"loosen_up"	"his"	"thinking"	"so_that"	"image"	"would"	"appear"	"on"	"paper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"was"	"at"	"operation"	"5"	"operation_was"	"was_at"	"at_5"	"this_operation_was"	"operation_was_at"	"was_at_5"	"at_5_:"	"DT"	"NN"	"VBD"	"VB"	"IN"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"was"	"start"	"at"	"pm"	"and"	"last"	"for"	"minute"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"eight"	"."	"in"	"∅"	"in_eight"	"eight_."	"._∅"	"victory_in_eight"	"in_eight_."	"eight_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"run"	"homer"	"by"	"person"	"and"	"a"	"solo_blast"	"by"	"person"	"tie"	"the"	"game"	"and"	"single"	"run"	"in"	"the"	"eighth"	"and"	"ninth"	"give"	"the"	"group"	"their"	"fifth"	"victory"	"in"	"eight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"to"	"the"	"short"	"rally"	"short_to"	"to_the"	"the_rally"	"at_short_to"	"short_to_the"	"to_the_rally"	"the_rally_."	"IN"	"NN"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"single"	"deep"	"into"	"hole"	"at"	"short"	"to"	"start"	"the"	"rally"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"each"	"and"	"with"	"appear"	"with_each"	"each_and"	"and_appear"	"improve_with_each"	"with_each_and"	"each_and_appear"	"and_appear_to"	"VB"	"IN"	"DT"	"NN"	"CC"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"garden_fresh"	"the"	"result"	"of"	"a"	"mating"	"of"	"better_self"	"rosy_fingered"	"seem"	"to"	"improve"	"with"	"each"	"start"	"and"	"appear"	"to"	"win"	"the"	"st._patrick's_day_purse"	"with"	"some"	"speed"	"in"	"reserve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"person"	"dizzily"	"and"	"down"	"and_person"	"person_dizzily"	"dizzily_down"	"move_back_and_person"	"and_person_dizzily"	"person_dizzily_down"	"dizzily_down_the"	"VB"	"CC"	"NNP"	"VB"	"RB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"crowd"	"and"	"person"	"start"	"dizzily"	"down"	"the"	"hill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"before"	"him"	"period"	"on"	"period_before"	"before_him"	"him_on"	"rest_period_before"	"period_before_him"	"before_him_on"	"him_on_four"	"NN"	"NN"	"IN"	"VB"	"PRP"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"when"	"person"	"has"	"complete"	"four"	"complete"	"push-pull_super-sets"	"no."	"the"	"professor"	"allow"	"him"	"a"	"five"	"minute"	"rest"	"period"	"before"	"start"	"him"	"on"	"four"	"complete"	"push-pull_super-sets"	"no."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"was"	"on"	","	"feb"	",_was"	"was_on"	"on_feb"	"daily_,_was"	",_was_on"	"was_on_feb"	"on_feb_23"	"RB"	"ε"	"VBD"	"VB"	"IN"	"NN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"because"	"of"	"increasing"	"anemia"	"triamcinolone"	"daily"	"was"	"start"	"on"	"feb"	"and"	"was"	"continue"	"until"	"july"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"was"	"but"	","	"had_to"	",_was"	"was_but"	"but_had_to"	"intramuscularly_,_was"	",_was_but"	"was_but_had_to"	"but_had_to_be"	"RB"	"ε"	"VBD"	"VB"	"CC"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"feb"	"purify"	"corticotropin"	"acth_gel"	"unit"	"daily"	"intramuscularly"	"start"	"but"	"had_to"	"be"	"discontinue"	"week"	"later"	"because"	"of"	"excessive"	"fluid"	"retention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"successfully"	"in"	"liaison"	"the"	"liaison_successfully"	"successfully_in"	"in_the"	"the_liaison_successfully"	"liaison_successfully_in"	"successfully_in_the"	"in_the_last"	"DT"	"NN"	"RB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"liaison"	"successfully"	"start"	"in"	"the"	"last"	"day"	"of"	"autumn"	"was"	"now"	"languish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"practice"	"hope"	"field_goal"	"hope_to"	"to_practice"	"practice_field_goal"	"he_hope_to"	"hope_to_practice"	"to_practice_field_goal"	"practice_field_goal_this"	"PRP"	"VB"	"TO"	"VB"	"VB"	"NN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"say"	"monday"	"his"	"leg"	"feel"	"fine"	"as"	"a"	"result"	"he"	"hope"	"to"	"start"	"practice"	"field_goal"	"this"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"it"	"to"	"as_soon_as"	"form"	"as_soon_as_it"	"it_to"	"to_form"	"``_as_soon_as_it"	"as_soon_as_it_to"	"it_to_form"	"to_form_,"	"ε"	"RB"	"PRP"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as_soon_as"	"start"	"to"	"form"	"person"	"spot"	"it"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"group"	"-"	"four"	"a"	"four_group"	"group_-"	"-_a"	"in_four_group"	"four_group_-"	"group_-_a"	"-_a_19"	"IN"	"JJ"	"NNP"	"NN"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dallas"	"group"	"be"	"back"	"home"	"with"	"their"	"third"	"victory"	"in"	"four"	"group"	"start"	"a"	"triumph"	"over"	"the"	"group"	"but"	"their"	"visit"	"will"	"be"	"a"	"short"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"controlling"	"us"	"the"	"us_to"	"to_controlling"	"controlling_the"	"permit_us_to"	"us_to_controlling"	"to_controlling_the"	"controlling_the_ball"	"VB"	"PRP"	"TO"	"VB"	"NN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"permit"	"to"	"start"	"controlling"	"the"	"ball"	"right_away"	"say"	"person"	"quip"	"i"	"think"	"i"	"put"	"that"	"play"	"in"	"the"	"book"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	","	"toward"	"step"	"the"	"step_,"	",_toward"	"toward_the"	"small_step_,"	"step_,_toward"	",_toward_the"	"toward_the_door"	"JJ"	"NN"	"ε"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"take_a_look"	"a"	"good"	"look"	"at"	"herself"	"in"	"the"	"mirror"	"before"	"turn"	"and"	"walk"	"with"	"very"	"small"	"step"	"start"	"toward"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"group"	"construction"	"the"	"of"	"the_group"	"group_construction"	"construction_of"	",_the_group"	"the_group_construction"	"group_construction_of"	"construction_of_a"	"ε"	"DT"	"NNP"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"about"	"the"	"time"	"the"	"person"	"was"	"get"	"underway"	"the"	"group"	"start"	"construction"	"of"	"a"	"chair"	"stock"	"factory"	"on"	"the"	"site"	"of"	"the"	"present"	"group"	"intend"	"to"	"use"	"its"	"surplus"	"power"	"for"	"generate"	"electricity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
