"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"	"A141"	"A142"	"A143"
"4:02:01::"	","	"with"	"person"	"group"	"person_,"	",_with"	"with_group"	"and_person_,"	"person_,_with"	",_with_group"	"with_group_,"	"CC"	"NNP"	"ε"	"RB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"of"	"the"	"group"	"the"	"group"	"person"	"person"	"of"	"group"	"person"	"of"	"the"	"group"	"and"	"person"	"then"	"with"	"group"	"make"	"their"	"history"	"on_the_road"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	","	","	"way"	"did"	"way_,"	",_,"	",_did"	"what_way_,"	"way_,_,"	",_,_did"	",_did_the"	"RB"	"NN"	"ε"	"RB"	"ε"	"VBD"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"way"	"then"	"did"	"the"	"patient"	"psychical"	"blindness"	"manifest"	"itself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"patient"	"immediately"	"the"	"could"	"the_patient"	"patient_immediately"	"immediately_could"	"which_the_patient"	"the_patient_immediately"	"patient_immediately_could"	"immediately_could_determine"	"WDT"	"DT"	"NN"	"RB"	"RB"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"one"	"would"	"surmise"	"the"	"procedure"	"however"	"could"	"be"	"repeat"	"with"	"the"	"same"	"object"	"or"	"with"	"the"	"same"	"type"	"of"	"object"	"often"	"enough"	"so"	"that"	"the"	"corresponding"	"visual"	"blot"	"and"	"mere"	"beginning"	"of"	"the"	"tracing"	"movement"	"would"	"provide"	"clue"	"as_to"	"actual"	"shape"	"which"	"the"	"patient"	"then"	"immediately"	"could"	"determine"	"by"	"a"	"kind"	"of"	"inference"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	","	","	"be"	"exactly"	"be_,"	",_,"	",_exactly"	"what_be_,"	"be_,_,"	",_,_exactly"	",_exactly_the"	"WP"	"VB"	"ε"	"RB"	"ε"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"the"	"very"	"important"	"what"	"be"	"then"	"exactly"	"the"	"role"	"of"	"kinesthetic"	"sensation"	"in"	"the"	"patient"	"ability"	"to"	"recognize"	"form"	"and"	"shape"	"by"	"means"	"of"	"the"	"tracing"	"movement"	"when"	"he"	"is"	"actually"	"look"	"at"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"was"	"that"	"it"	"person"	"it_was"	"was_that"	"that_person"	"∅_it_was"	"it_was_that"	"was_that_person"	"that_person_and"	"ε"	"PRP"	"VBD"	"RB"	"IN"	"NNP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"then"	"that"	"person"	"and"	"person"	"were"	"confront"	"with"	"a"	"unique"	"dilemma"	"they"	"had"	"to"	"choose"	"between"	"illusion"	"and"	"representation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	";"	"all"	"staircase"	"four"	"staircase_;"	";_all"	"all_four"	"marble_staircase_;"	"staircase_;_all"	";_all_four"	"all_four_gather"	"NN"	"NN"	"ε"	"RB"	"DT"	"NN"	"VB"	"amazing"	"how"	"they"	"had"	"herd"	"together"	"for"	"protection"	"an"	"enormous"	"matriarch"	"in"	"a"	"quilted"	"silk"	"wrapper"	"rise"	"from"	"the"	"breakfast_table"	"a"	"gross"	"boy"	"in"	"his"	"teens"	"shuffle"	"in"	"from"	"the"	"kitchen"	"with"	"a"	"sandwich"	"in"	"his"	"hand"	"a"	"girl"	"in"	"her"	"twenties"	"fat"	"and"	"sullen"	"descend"	"the"	"marble"	"staircase"	"then"	"four"	"gather"	"on"	"the"	"sofa"	"to"	"face"	"the"	"inquisitor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"he"	"mission"	"go"	"mission_,"	",_he"	"he_go"	"the_mission_,"	"mission_,_he"	",_he_go"	"he_go_outside"	"DT"	"NN"	"ε"	"RB"	"PRP"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"had"	"give"	"the"	"call"	"a_few"	"moment"	"thought"	"go_into"	"the"	"kitchen"	"to"	"ask"	"person"	"to"	"prepare"	"tea"	"and"	"sushi"	"for"	"the"	"visitor"	"use"	"the"	"english"	"china"	"and"	"the"	"silver"	"tea_service"	"which"	"had"	"been"	"donate"	"to"	"the"	"mission"	"then"	"he"	"go"	"outside"	"to"	"inspect"	"the"	"grounds"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"know"	"where"	"had"	"that"	"had_know"	"know_where"	"where_that"	"he_had_know"	"had_know_where"	"know_where_that"	"where_that_hundred_dollar_bill"	"PRP"	"VBD"	"VB"	"RB"	"WRB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"had"	"know"	"then"	"where"	"that"	"hundred_dollar_bill"	"had"	"come"	"from"	"and"	"where"	"it"	"was"	"take"	"his"	"wife"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"person"	"∅"	"look"	"∅_∅"	"∅_person"	"person_look"	"∅_∅_∅"	"∅_∅_person"	"∅_person_look"	"person_look_over"	"ε"	"ε"	"ε"	"RB"	"NNP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"look"	"over"	"the"	"church"	"and"	"study"	"its"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"person"	"∅"	"ask"	"∅_∅"	"∅_person"	"person_ask"	"∅_∅_∅"	"∅_∅_person"	"∅_person_ask"	"person_ask_,"	"ε"	"ε"	"ε"	"RB"	"NNP"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"ask"	"what"	"about"	"this"	"group"	"which"	"you"	"mention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"he"	","	"say"	",_and"	"and_he"	"he_say"	"surprise_,_and"	",_and_he"	"and_he_say"	"he_say_flatly"	"NN"	"ε"	"RB"	"RB"	"PRP"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"young"	"banker"	"look"	"at"	"with"	"a"	"certain"	"surprise"	"and"	"then"	"he"	"say"	"flatly"	"i'm"	"afraid"	"i"	"can't"	"tell"	"you"	"anything"	"in_particular"	"about"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"there"	"∅"	"be"	"∅_∅"	"∅_there"	"there_be"	"∅_∅_∅"	"∅_∅_there"	"∅_there_be"	"there_be_north_america"	"ε"	"ε"	"ε"	"RB"	"EX"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"north_america"	"where"	"american"	"be"	"the"	"native"	"speech"	"of"	"all"	"except"	"the"	"twenty"	"descendant"	"of"	"french_canadian"	"live"	"on"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:past:00"	"by"	"person"	"propose"	"."	"propose_by"	"by_person"	"person_."	"bond_propose_by"	"propose_by_person"	"by_person_."	"person_._∅"	"NN"	"VB"	"IN"	"JJ"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"open"	"his"	"race"	"for"	"governor"	"in"	"with"	"a"	"battle"	"in"	"the"	"legislature"	"against"	"issuance"	"of"	"million"	"worth"	"of"	"additional"	"rural"	"road"	"bond"	"propose"	"by"	"then"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"even"	","	"∅"	"as"	"∅_even"	"even_,"	",_as"	"∅_∅_even"	"∅_even_,"	"even_,_as"	",_as_you"	"ε"	"ε"	"RB"	"RB"	"ε"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"as"	"you"	"go_into"	"the"	"house"	"oppressed"	"by"	"the"	"knowledge"	"that"	"something_is_cooking"	"and"	"that"	"your"	"house"	"has"	"pass"	"under"	"this"	"unaccountable"	"official"	"control"	"could"	"you"	"go_on"	"forget"	"that"	"you"	"still"	"have_on"	"that"	"ridiculous"	"hat"	"on"	"your"	"head"	"and"	"you"	"were"	"still"	"carry"	"that"	"childish"	"horn"	"in"	"your"	"hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	";"	"he"	"peacock"	"turn_to"	"peacock_;"	";_he"	"he_turn_to"	"his_peacock_;"	"peacock_;_he"	";_he_turn_to"	"he_turn_to_me"	"PRP$"	"NN"	"ε"	"RB"	"PRP"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"host"	"go_over"	"and"	"stare"	"the"	"window"	"at"	"his"	"peacock"	"then"	"he"	"turn_to"	"me"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"may"	"dismiss"	"we"	"the"	"we_may"	"may_dismiss"	"dismiss_the"	"∅_we_may"	"we_may_dismiss"	"may_dismiss_the"	"dismiss_the_time"	"ε"	"PRP"	"VB"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"may"	"then"	"dismiss"	"the"	"time"	"difference"	"between"	"these"	"course"	"and"	"the"	"usual"	"four"	"year"	"course"	"of"	"the"	"interior_design"	"student"	"as"	"not"	"have"	"serious"	"bearing"	"on"	"the"	"subject"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"since"	","	"∅"	"the"	"∅_since"	"since_,"	",_the"	"∅_∅_since"	"∅_since_,"	"since_,_the"	",_the_flower"	"ε"	"ε"	"IN"	"RB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"the"	"flower"	"she"	"had"	"plant"	"had"	"spread"	"all_over"	"the"	"hill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"let"	"it"	"it"	"it_,"	",_let"	"let_it"	"raise_it_,"	"it_,_let"	",_let_it"	"let_it_fall"	"VB"	"PRP"	"ε"	"RB"	"VB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"was"	"carry"	"a"	"quirt"	"and"	"start"	"to"	"raise"	"it"	"then"	"let"	"it"	"fall"	"again"	"and"	"dangle"	"from"	"her"	"wrist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"he"	"carry_out"	"-"	"a"	"-_he"	"he_carry_out"	"carry_out_a"	"buzz_-_he"	"-_he_carry_out"	"he_carry_out_a"	"carry_out_a_vicious"	"NN"	"ε"	"PRP"	"RB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"these"	"gadget"	"impressive"	"to"	"the"	"gullible"	"because"	"of"	"flash"	"light_bulb"	"tick"	"and"	"buzz"	"he"	"then"	"carry_out"	"a"	"vicious"	"medical"	"con_game"	"capitalize"	"on"	"people"	"respect"	"for"	"the"	"electrical"	"and"	"atomic"	"wonder"	"of"	"our"	"scientific"	"age"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"bcd"	"d"	"vs"	"d_,"	",_bcd"	"bcd_vs"	"vs_d_,"	"d_,_bcd"	",_bcd_vs"	"bcd_vs_a"	"NNP"	"NN"	"ε"	"RB"	"NNP"	"NNP"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"could"	"n't"	"reconstruct"	"the"	"crime"	"from"	"the"	"way"	"the"	"behave"	"because"	"pattern"	"keep"	"shift"	"abc"	"vs"	"d"	"then"	"bcd"	"vs"	"a"	"or"	"ab"	"vs"	"cd"	"or"	"ad"	"vs"	"cb"	"through"	"all"	"way"	"that"	"four"	"woman"	"can"	"gang_up"	"on"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
