"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"
"3:00:00::"	"of"	"educator"	"opinion"	"as"	"opinion_of"	"of_educator"	"educator_as"	"the_opinion_of"	"opinion_of_educator"	"of_educator_as"	"educator_as_to"	"DT"	"NN"	"IN"	"JJ"	"NN"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"suggested"	"course"	"of"	"the"	"group"	"was"	"base"	"the"	"usual"	"course"	"offer"	"and"	"on"	"the"	"opinion"	"of"	"many"	"educator"	"as"	"to"	"curricular"	"necessity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"form"	"prominent"	"first"	"and"	"first_form"	"form_prominent"	"prominent_and"	"were_first_form"	"first_form_prominent"	"form_prominent_and"	"prominent_and_accomplished"	"VBD"	"RB"	"VB"	"JJ"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"these"	"were"	"first"	"form"	"many"	"prominent"	"and"	"accomplished"	"decorator"	"could"	"not"	"have"	"have"	"the"	"advantage"	"of"	"school"	"training"	"since"	"interior_design"	"course"	"be"	"rare"	"and"	"undeveloped"	"during"	"their"	"youth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"and"	"compliment"	","	"on"	",_and"	"and_compliment"	"compliment_on"	"question_,_and"	",_and_compliment"	"and_compliment_on"	"compliment_on_his"	"NN"	"ε"	"CC"	"JJ"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and_then"	"the"	"question"	"come"	"eager"	"question"	"and"	"many"	"compliment"	"on"	"his"	"having"	"overcome"	"his"	"infirmity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"how"	"time"	"``"	"have"	"``_how"	"how_time"	"time_have"	"∅_``_how"	"``_how_time"	"how_time_have"	"time_have_i"	"ε"	"ε"	"WRB"	"JJ"	"NN"	"VBP"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"time"	"have"	"i"	"tell"	"you"	"he"	"begin"	"and"	"be"	"almost"	"glad"	"when"	"she"	"cut_off"	"him"	"off"	"too"	"many"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"too"	"time"	"``"	"''"	"``_too"	"too_time"	"time_''"	"-_``_too"	"``_too_time"	"too_time_''"	"time_''_!"	"ε"	"ε"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"many"	"time"	"have"	"i"	"tell"	"you"	"he"	"begin"	"and"	"be"	"almost"	"when"	"she"	"cut_off"	"him"	"off"	"too"	"many"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"too"	"time"	"∅"	"be"	"∅_too"	"too_time"	"time_be"	"∅_∅_too"	"∅_too_time"	"too_time_be"	"time_be_the"	"ε"	"ε"	"RB"	"JJ"	"NN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"time"	"be"	"the"	"truth"	"of_it"	"person"	"think"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in_spite_of"	"attempt"	"difference"	"with"	"difference_in_spite_of"	"in_spite_of_attempt"	"attempt_with"	"such_difference_in_spite_of"	"difference_in_spite_of_attempt"	"in_spite_of_attempt_with"	"attempt_with_black_and_white"	"JJ"	"NN"	"RB"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"specific"	"staining"	"by"	"deae_cellulose"	"treat"	"f"	"and"	"f"	"although"	"clearly"	"distinguishable"	"under"	"the"	"microscope"	"from"	"either"	"nonspecific"	"staining"	"or"	"autofluorescence"	"of"	"cell"	"was"	"not"	"satisfactorily"	"photograph"	"show"	"such"	"difference"	"in_spite_of"	"many"	"attempt"	"with"	"black_and_white"	"and"	"color"	"photography"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"impose"	"problem"	"which"	"in"	"which_impose"	"impose_problem"	"problem_in"	"sabotage_which_impose"	"which_impose_problem"	"impose_problem_in"	"problem_in_defense"	"NN"	"WDT"	"VB"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"biological"	"agent"	"be"	"moreover"	"suitable"	"for"	"through"	"enemy"	"sabotage"	"which"	"impose"	"many"	"problem"	"in"	"defense"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"word"	"time"	"these"	","	"these_word"	"word_time"	"time_,"	"hear_these_word"	"these_word_time"	"word_time_,"	"time_,_yet"	"VB"	"DT"	"NN"	"JJ"	"NN"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"these"	"word"	"many"	"time"	"yet"	"on"	"each"	"occasion"	"they"	"cause"	"him"	"to"	"tremble"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"for"	"the"	"satisfy"	"need"	"satisfy_for"	"for_the"	"the_need"	"also_satisfy_for"	"satisfy_for_the"	"for_the_need"	"the_need_of"	"RB"	"VB"	"IN"	"JJ"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"number"	"of"	"also"	"satisfy"	"for"	"many"	"the"	"need"	"of"	"being"	"link"	"with"	"the"	"ultimate"	"and"	"eternal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"soft"	"there"	"and"	"there_be"	"be_soft"	"soft_and"	"∅_there_be"	"there_be_soft"	"be_soft_and"	"soft_and_light"	"ε"	"EX"	"VB"	"JJ"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"many"	"soft"	"and"	"light"	"shoe_leather"	"available"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	","	"there"	"include"	"there_be"	"be_,"	",_include"	"∅_there_be"	"there_be_,"	"be_,_include"	",_include_poor"	"ε"	"EX"	"VB"	"JJ"	"ε"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"many"	"include"	"poor"	"circulation"	"a"	"variety"	"of"	"neurological"	"condition"	"and"	"functional"	"disorder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"swollen"	"there"	"and"	"there_be"	"be_swollen"	"swollen_and"	"biceps_there_be"	"there_be_swollen"	"be_swollen_and"	"swollen_and_homogeneous"	"NN"	"EX"	"VB"	"JJ"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"gastrocnemius"	"biceps"	"there"	"be"	"many"	"swollen"	"and"	"homogeneous"	"necrotic"	"fiber"	"such_as"	"that"	"show"	"in"	"figure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"type"	"there"	"of"	"there_be"	"be_type"	"type_of"	"∅_there_be"	"there_be_type"	"be_type_of"	"type_of_ambiguity"	"ε"	"EX"	"VB"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"many"	"type"	"of"	"ambiguity"	"and"	"many_of"	"them"	"have"	"been"	"describe"	"by"	"rhetorician"	"under"	"such"	"name"	"as"	"amphibology"	"parisology"	"and"	"ology"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"grammatical"	"there"	"misconstruction"	"there_be"	"be_grammatical"	"grammatical_misconstruction"	"∅_there_be"	"there_be_grammatical"	"be_grammatical_misconstruction"	"grammatical_misconstruction_dangling_modifier"	"ε"	"EX"	"VB"	"JJ"	"JJ"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"many"	"grammatical"	"misconstruction"	"dangling_modifier"	"and"	"anatomical"	"which"	"permit"	"two"	"different"	"interpretation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"remain"	"political"	"there"	"and"	"there_remain"	"remain_political"	"political_and"	"∅_there_remain"	"there_remain_political"	"remain_political_and"	"political_and_administrative"	"ε"	"EX"	"VB"	"JJ"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"remain"	"many"	"political"	"and"	"administrative"	"problem"	"to"	"be"	"solve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"sit"	"hour"	"have"	"with"	"have_sit"	"sit_hour"	"hour_with"	"i_have_sit"	"have_sit_hour"	"sit_hour_with"	"hour_with_this"	"PRP"	"VBP"	"VB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"sit"	"many"	"hour"	"with"	"this"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
