"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"1:28:03::"	"one"	"person"	"∅"	","	"∅_one"	"one_person"	"person_,"	"∅_∅_one"	"∅_one_person"	"one_person_,"	"person_,_come_upon"	"ε"	"ε"	"JJ"	"NN"	"NNP"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"day"	"person"	"come_upon"	"with"	"a"	"friend"	"upon"	"an"	"event"	"which"	"he"	"recognize"	"as"	"the"	"exact"	"pattern"	"of"	"a"	"previous"	"dream"	"detail"	"the"	"ensuing"	"occurrence"	"in_advance"	"so"	"accurately"	"that"	"his"	"companion"	"was"	"completely"	"mystify"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"one"	"when"	"∅"	"he"	"∅_one"	"one_when"	"when_he"	"∅_∅_one"	"∅_one_when"	"one_when_he"	"when_he_attend"	"ε"	"ε"	"JJ"	"NN"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"day"	"when"	"he"	"attend"	"a"	"war"	"memorial"	"ceremony"	"in"	"group"	"his"	"view"	"was"	"obstruct"	"by"	"a"	"stout"	"man"	"on"	"his"	"left"	"his"	"attention"	"turn"	"to"	"the"	"irregular"	"pattern"	"of"	"the"	"rough"	"slab"	"flooring"	"and"	"someone"	"clasp"	"him"	"by"	"the"	"arm"	"whisper"	"i"	"want"	"a"	"word"	"with"	"you"	"please"	
"1:28:00::"	"hardly_a"	"pass"	"november"	"when"	"november_hardly_a"	"hardly_a_pass"	"pass_when"	"of_november_hardly_a"	"november_hardly_a_pass"	"hardly_a_pass_when"	"pass_when_there"	"IN"	"NN"	"JJ"	"NN"	"VB"	"WRB"	"EX"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"the"	"of"	"november"	"hardly_a"	"day"	"pass"	"when"	"there"	"be"	"not"	"some"	"mention"	"of"	"person"	"in"	"the"	"rhode_island"	"newspaper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"this"	"doom"	"is"	"to"	"is_this"	"this_doom"	"doom_to"	"and_is_this"	"is_this_doom"	"this_doom_to"	"doom_to_suffer"	"CC"	"VBZ"	"DT"	"NN"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whereas"	"person"	"has"	"cheerfully"	"risk"	"his"	"life"	"in"	"endeavor"	"to"	"those"	"who"	"are"	"deny"	"all"	"right"	"and"	"is"	"this"	"day"	"doom"	"to"	"suffer"	"death"	"for"	"his"	"effort"	"in"	"behalf"	"of"	"those"	"who"	"have"	"no"	"helper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"ten"	"."	"about"	"∅"	"about_ten"	"ten_."	"._∅"	"in_about_ten"	"about_ten_."	"ten_._∅"	"._∅_∅"	"IN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"larva"	"keep"	"warm"	"by"	"the"	"be"	"full-grown"	"in"	"about"	"ten"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"two"	"checkup"	"a"	"and"	"a_two"	"two_checkup"	"checkup_and"	"after_a_two"	"a_two_checkup"	"two_checkup_and"	"checkup_and_he"	"IN"	"DT"	"NN"	"NN"	"NN"	"CC"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"was"	"discharge"	"from"	"hospital"	"after"	"a"	"two"	"day"	"checkup"	"and"	"he"	"and"	"his"	"parent"	"have"	"what"	"person"	"describe"	"as"	"a"	"celebration"	"lunch"	"at"	"the"	"cafeteria"	"on"	"the"	"campus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"the"	"seem"	"∅"	"short"	"∅_the"	"the_seem"	"seem_short"	"∅_∅_the"	"∅_the_seem"	"the_seem_short"	"seem_short_,"	"ε"	"ε"	"DT"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"day"	"seem"	"short"	"perhaps"	"because"	"his"	"routine"	"be"	"each_day"	"almost"	"the"	"same"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"that"	"has"	"of"	"long"	"of_that"	"that_has"	"has_long"	"necessity_of_that"	"of_that_has"	"that_has_long"	"has_long_disappear"	"NN"	"RB"	"RB"	"NN"	"VBZ"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"of"	"that"	"day"	"has"	"long"	"disappear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"the"	"of"	"and"	"``"	"and_the"	"the_of"	"of_``"	"reason_and_the"	"and_the_of"	"the_of_``"	"of_``_grandfather_clause"	"NN"	"CC"	"DT"	"NN"	"IN"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"and"	"the"	"day"	"of"	"grandfather_clause"	"has"	"long_since"	"pass"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"the"	"that"	"be"	"person"	"be_the"	"the_that"	"that_person"	"that_be_the"	"be_the_that"	"the_that_person"	"that_person_had"	"DT"	"VB"	"DT"	"NN"	"IN"	"NNP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"the"	"day"	"that"	"person"	"had"	"tell"	"person"	"about"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"moving"	"''"	"be"	","	"be_moving"	"moving_''"	"''_,"	"this_be_moving"	"be_moving_''"	"moving_''_,"	"''_,_person"	"DT"	"VB"	"NN"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"moving"	"day"	"person"	"remind"	"her"	"and"	"i"	"bet"	"you"	"leave"	"thing"	"every_which_way"	"upstairs"	"your"	"clothes"	"all_over"	"the"	"floor"	"and"	"the"	"bed"	"not"	"made"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"next"	"."	"the"	"∅"	"the_next"	"next_."	"._∅"	"him_the_next"	"the_next_."	"next_._∅"	"._∅_∅"	"PRP"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"renew"	"his"	"pressure"	"on"	"person"	"to"	"his"	"machine"	"when"	"she"	"visit"	"him"	"the"	"next"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"second"	"person"	"the"	"begin"	"the_second"	"second_person"	"person_begin"	"by_the_second"	"the_second_person"	"second_person_begin"	"person_begin_to"	"IN"	"DT"	"JJ"	"NN"	"NNP"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"second"	"day"	"person"	"begin"	"to"	"worry"	"and"	"by"	"the"	"second"	"night"	"he"	"be"	"in"	"a"	"state"	"of"	"panic"	"he"	"could"	"see"	"nothing"	"out"	"of"	"the"	"afflicted"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"-"	"period"	"22"	"("	"22_-"	"-_period"	"period_("	"a_22_-"	"22_-_period"	"-_period_("	"period_(_person"	"DT"	"JJ"	"ε"	"NN"	"NN"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"preliminary"	"data"	"from"	"give"	"an"	"average"	"impact"	"rate"	"of"	"f"	"for"	"mass"	"larger"	"f"	"for"	"about"	"event"	"in"	"a"	"day"	"period"	"person"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"two"	","	"next"	"it"	"next_two"	"two_,"	",_it"	"the_next_two"	"next_two_,"	"two_,_it"	",_it_will"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"group"	"are"	"to"	"their"	"losing_streak"	"within"	"the"	"next"	"two"	"day"	"it"	"will"	"have"	"to"	"be"	"at_the_expense_of"	"the"	"group"	"champion"	"new_york"	"group"	"who"	"come"	"in"	"here"	"tomorrow"	"for"	"a"	"night_game"	"and"	"a"	"single"	"test"	"sunday"	"afternoon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"ten"	"for"	"suspend"	"crowd"	"suspend_ten"	"ten_for"	"for_crowd"	"is_suspend_ten"	"suspend_ten_for"	"ten_for_crowd"	"for_crowd_horse"	"VB"	"VB"	"JJ"	"NN"	"IN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"prior"	"to"	"the"	"featured"	"race"	"the"	"steward"	"that"	"apprentice"	"person"	"is"	"suspend"	"ten"	"day"	"for"	"crowd"	"horse"	"and"	"cross"	"the"	"field"	"sharply"	"in"	"two"	"race"	"on"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"these"	"."	"difficult"	"∅"	"difficult_these"	"these_."	"._∅"	"be_difficult_these"	"difficult_these_."	"these_._∅"	"._∅_∅"	"VB"	"JJ"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sleep"	"difficult"	"these"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"the"	"a"	"until"	"letter"	"until_the"	"the_a"	"a_letter"	",_until_the"	"until_the_a"	"the_a_letter"	"a_letter_come"	"ε"	"IN"	"DT"	"NN"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"droop"	"about"	"the"	"place"	"wear"	"a"	"haunted"	"brooding"	"look"	"which"	"attribute"	"to"	"the"	"baby"	"death"	"until"	"the"	"day"	"a"	"letter"	"come"	"for"	"her"	"addressed"	"to"	"person"	"bear"	"a"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"hot"	"of"	"the"	"summer"	"the_hot"	"hot_of"	"of_summer"	"through_the_hot"	"the_hot_of"	"hot_of_summer"	"of_summer_work"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"drew"	"more_and_more"	"on"	"her"	"for"	"person"	"through"	"the"	"hot"	"day"	"of"	"summer"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"few"	"they"	"next"	"have"	"next_few"	"few_they"	"they_have"	"the_next_few"	"next_few_they"	"few_they_have"	"they_have_cause"	"DT"	"JJ"	"JJ"	"NN"	"PRP"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"next"	"few"	"day"	"they"	"have"	"cause"	"to"	"rejoice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"last"	"of"	"the"	"autumn"	"the_last"	"last_of"	"of_autumn"	"in_the_last"	"the_last_of"	"last_of_autumn"	"of_autumn_was"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"the"	"liaison"	"start"	"in"	"the"	"last"	"day"	"of"	"autumn"	"was"	"now"	"languish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"/"	"/"	"bod"	"acre"	"bod_/"	"/_/"	"/_acre"	"lb_bod_/"	"bod_/_/"	"/_/_acre"	"/_acre_."	"NN"	"NN"	"ε"	"NN"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"research"	"at"	"location"	"missouri"	"on"	"oxidation"	"pond"	"show"	"that"	"the"	"bod"	"in"	"the"	"treated"	"effluent"	"vary"	"from"	"to"	"mg"	"with"	"loading"	"from"	"to"	"lb"	"bod"	"day"	"acre"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"/"	"or"	"bod"	"about"	"bod_/"	"/_or"	"or_about"	"of_bod_/"	"bod_/_or"	"/_or_about"	"or_about_2"	"IN"	"NN"	"ε"	"NN"	"CC"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"organic"	"loading"	"on"	"the"	"average"	"lb"	"of"	"bod"	"day"	"or"	"about"	"lb"	"bod"	"day"	"cu_ft"	"aeration"	"capacity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"/"	"1000"	"bod"	"cu_ft"	"bod_/"	"/_1000"	"1000_cu_ft"	"lb_bod_/"	"bod_/_1000"	"/_1000_cu_ft"	"1000_cu_ft_aeration"	"NN"	"NN"	"ε"	"NN"	"JJ"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"organic"	"loading"	"on"	"the"	"unit"	"average"	"lb"	"of"	"day"	"or"	"about"	"lb"	"bod"	"day"	"cu_ft"	"aeration"	"capacity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"/"	"/"	"bod"	"acre"	"bod_/"	"/_/"	"/_acre"	"lb_bod_/"	"bod_/_/"	"/_/_acre"	"/_acre_."	"NN"	"NN"	"ε"	"NN"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"effluent"	"bod"	"average"	"mg"	"l"	"a_little"	"low"	"than"	"that"	"of"	"the"	"study"	"location"	"indicate"	"for"	"a"	"loading"	"of"	"lb"	"bod"	"day"	"acre"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"autumn"	"?"	"an"	"∅"	"an_autumn"	"autumn_?"	"?_∅"	"of_an_autumn"	"an_autumn_?"	"autumn_?_∅"	"?_∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"all"	"begin"	"on"	"an"	"autumn"	"afternoon"	"and"	"who"	"after"	"all"	"century"	"can"	"describe"	"the"	"fineness"	"of"	"an"	"autumn"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"boring"	"."	"a"	"∅"	"a_boring"	"boring_."	"._∅"	"of_a_boring"	"a_boring_."	"boring_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"be"	"tired"	"he"	"have"	"his"	"business"	"worry"	"and"	"the"	"sight"	"of"	"his"	"wife"	"porkchop"	"in"	"the"	"broiler"	"only"	"seem"	"like"	"an"	"extension"	"of"	"a"	"boring"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"these"	"."	"sight"	"∅"	"sight_these"	"these_."	"._∅"	"familiar_sight_these"	"sight_these_."	"these_._∅"	"._∅_∅"	"JJ"	"NN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"a"	"siding"	"another"	"train"	"be"	"a"	"familiar"	"sight"	"these"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"3"	"after"	"within"	"draw"	"within_3"	"3_after"	"after_draw"	"use_within_3"	"within_3_after"	"3_after_draw"	"after_draw_except"	"VB"	"IN"	"JJ"	"NN"	"IN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"red_blood_cell"	"for"	"the"	"test"	"were"	"use"	"within"	"day"	"after"	"draw"	"except"	"for"	"the"	"f"	"cell"	"which"	"had"	"been"	"glycerolize"	"and"	"store"	"at"	"c"	"for"	"approximately"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
