"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"2:39:01::"	"person"	"half"	"∅"	"crocked"	"∅_person"	"person_half"	"half_crocked"	"∅_∅_person"	"∅_person_half"	"person_half_crocked"	"half_crocked_to"	"ε"	"ε"	"NNP"	"VB"	"JJ"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"half"	"crocked"	"to"	"the"	"captain"	"it"	"would"	"be"	"just"	"like"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"a"	"between"	"squeeze"	"person"	"squeeze_a"	"a_between"	"between_person"	"∅_squeeze_a"	"squeeze_a_between"	"a_between_person"	"between_person_'s"	"ε"	"VB"	"DT"	"NN"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"look"	"between"	"person"	"fat"	"jowl"	"and"	"the"	"car"	"frame"	"a"	"handsome"	"and"	"still"	"dark-haired"	"lady"	"inquire"	"y_'_all_drahve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"father"	"him"	"his"	"over"	"his_father"	"father_him"	"him_over"	"∅_his_father"	"his_father_him"	"father_him_over"	"him_over_closely"	"ε"	"PRP$"	"NN"	"VB"	"PRP"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"father"	"look"	"him"	"over"	"closely"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"and"	"in"	"it"	"."	"it_and"	"and_in"	"in_."	"open_it_and"	"it_and_in"	"and_in_."	"in_._∅"	"VB"	"PRP"	"CC"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"go"	"to"	"the"	"and"	"open"	"it"	"and"	"look"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"was"	"at"	")"	"her"	")_was"	"was_at"	"at_her"	"man_)_was"	")_was_at"	"was_at_her"	"at_her_."	"NN"	"ε"	"VBD"	"VB"	"VB"	"PRP$"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"thick"	"man"	"was"	"look"	"at"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	","	"down"	"mother"	"in"	"mother_,"	",_down"	"down_in"	"and_mother_,"	"mother_,_down"	",_down_in"	"down_in_mercy"	"CC"	"NN"	"ε"	"VB"	"RB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"o"	"blessed"	"virgin_mary"	"mother"	"of"	"god"	"and"	"most"	"gentle"	"queen"	"and"	"mother"	"look"	"down"	"in"	"mercy"	"upon"	"england"	"thy"	"dowry"	"and"	"upon"	"us"	"all"	"who"	"greatly"	"hope"	"and"	"trust"	"in"	"thee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"funny"	"on"	","	"his"	",_funny"	"funny_on"	"on_his"	"confused_,_funny"	",_funny_on"	"funny_on_his"	"on_his_face"	"JJ"	"ε"	"JJ"	"NN"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"policeman"	"get"	"confused"	"funny"	"look"	"on"	"his"	"face"	"and"	"he"	"had"	"answer"	"kind_of"	"politely"	"now"	"look_here"	"lady"	"i"	"know"	"you"	"got"	"to"	"entertain"	"these"	"kid"	"and"	"all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"child"	"at"	"the"	"each"	"the_child"	"child_at"	"at_each"	"∅_the_child"	"the_child_at"	"child_at_each"	"at_each_and"	"ε"	"DT"	"NN"	"VB"	"VB"	"DT"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"child"	"look"	"at"	"each"	"and"	"sag"	"their"	"bottom"	"down"	"even"	"more"	"comfortably"	"than"	"ever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"uncle"	"at"	"my"	"person"	"my_uncle"	"uncle_at"	"at_person"	"∅_my_uncle"	"my_uncle_at"	"uncle_at_person"	"at_person_."	"ε"	"PRP$"	"NN"	"VB"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"uncle"	"look"	"at"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"person"	"down"	"∅"	"."	"∅_person"	"person_down"	"down_."	"∅_∅_person"	"∅_person_down"	"person_down_."	"down_._∅"	"ε"	"ε"	"NNP"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"down"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:13::"	"who"	"to"	"specialist"	"this"	"specialist_who"	"who_to"	"to_this"	"research_specialist_who"	"specialist_who_to"	"who_to_this"	"to_this_matter"	"NN"	"NN"	"WP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"major"	"studio"	"maintain"	"a"	"cadre"	"film"	"librarian"	"and"	"research"	"specialist"	"who"	"look"	"to"	"this"	"matter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"person"	"at"	"∅"	"the"	"∅_person"	"person_at"	"at_the"	"∅_∅_person"	"∅_person_at"	"person_at_the"	"at_the_pot"	"ε"	"ε"	"NNP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"at"	"the"	"pot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"he"	"good"	"and"	"''"	"and_he"	"he_good"	"good_''"	",_and_he"	"and_he_good"	"he_good_''"	"good_''_,"	"ε"	"CC"	"PRP"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"throw"	"bat"	"practice"	"about"	"and"	"he"	"look"	"good"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"actually"	"at"	"is"	"thing"	"is_actually"	"actually_at"	"at_thing"	"he_is_actually"	"is_actually_at"	"actually_at_thing"	"at_thing_?"	"PRP"	"VBZ"	"RB"	"VB"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"the"	"very"	"important"	"question"	"what"	"be"	"then"	"exactly"	"the"	"role"	"of"	"kinesthetic"	"sensation"	"in"	"patient"	"ability"	"to"	"recognize"	"form"	"and"	"shape"	"by"	"means"	"of"	"tracing"	"movement"	"when"	"he"	"is"	"actually"	"look"	"at"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	","	"at"	"woman"	"person"	"woman_,"	",_at"	"at_person"	"surprised_woman_,"	"woman_,_at"	",_at_person"	"at_person_for"	"JJ"	"NN"	"ε"	"VB"	"VB"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"comment"	"ejaculate"	"the"	"surprised"	"look"	"at"	"person"	"for"	"an"	"explanation"	"but"	"he"	"part"	"from"	"her"	"without"	"ceremony"	"only"	"offer"	"a_few"	"words"	"about"	"the"	"doctor"	"provincial"	"american"	"speech"	"and"	"a"	"state"	"of"	"nerves"	"bring_on"	"by"	"the"	"demand"	"of"	"his"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"bishop"	"at"	"the"	"him"	"the_bishop"	"bishop_at"	"at_him"	"∅_the_bishop"	"the_bishop_at"	"bishop_at_him"	"at_him_coldly"	"ε"	"DT"	"NN"	"VB"	"VB"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"bishop"	"look"	"at"	"him"	"coldly"	"and"	"say"	"take"	"it"	"or"	"leave"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"and"	"the"	"location"	"city"	"location_and"	"and_the"	"the_city"	"from_location_and"	"location_and_the"	"and_the_city"	"the_city_over"	"IN"	"NNP"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"come"	"by"	"from"	"location"	"and"	"look"	"the"	"city"	"over"	"the"	"rather"	"pleasant"	"white"	"city"	"be"	"on"	"the"	"hill"	"where"	"the"	"chief"	"store"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"he"	"over"	"week"	"the"	"week_he"	"he_over"	"over_the"	"next_week_he"	"week_he_over"	"he_over_the"	"over_the_situation"	"JJ"	"NN"	"PRP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"the"	"week"	"he"	"look"	"over"	"the"	"situation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"person"	"over"	"then"	"the"	"then_person"	"person_over"	"over_the"	"∅_then_person"	"then_person_over"	"person_over_the"	"over_the_church"	"ε"	"RB"	"NNP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"look"	"over"	"the"	"church"	"and"	"study"	"its"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"after"	"about"	"∅"	"a_bit"	"∅_after"	"after_about"	"about_a_bit"	"∅_∅_after"	"∅_after_about"	"after_about_a_bit"	"about_a_bit_,"	"ε"	"ε"	"IN"	"VB"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"about"	"a_bit"	"person"	"discover"	"beyond"	"location"	"across"	"the"	"river"	"and"	"far"	"removed"	"from"	"the"	"white"	"city"	"a"	"considerable"	"tract"	"of"	"land"	"and"	"it"	"occur"	"to"	"him"	"that"	"the"	"church"	"and"	"the"	"better"	"person"	"home"	"might"	"gradually"	"be"	"move"	"to"	"this"	"plot"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"banker"	"at"	"young"	"him"	"young_banker"	"banker_at"	"at_him"	"the_young_banker"	"young_banker_at"	"banker_at_him"	"at_him_with"	"DT"	"JJ"	"NN"	"VB"	"VB"	"PRP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"banker"	"look"	"at"	"him"	"with"	"a"	"certain"	"surprise"	"and"	"then"	"he"	"say"	"flatly"	"i'm"	"afraid"	"i"	"can't"	"tell"	"you"	"anything"	"in_particular"	"about"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"keep"	"at"	"she"	"the"	"she_keep"	"keep_at"	"at_the"	"but_she_keep"	"she_keep_at"	"keep_at_the"	"at_the_kid"	"CC"	"PRP"	"VB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"did"	"n't"	"want"	"to"	"touch"	"him"	"and"	"hope"	"ma"	"would"	"do"	"it"	"but"	"she"	"keep"	"look"	"at"	"the"	"kid"	"clothes"	"pile"	"on"	"the"	"floor"	"and"	"the"	"pool"	"of"	"water"	"by"	"them"	"and"	"did"	"n't"	"make"	"any"	"move"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"have"	"happy"	"never"	"."	"never_have"	"have_happy"	"happy_."	"could_never_have"	"never_have_happy"	"have_happy_."	"happy_._∅"	"MD"	"RB"	"VB"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"happy"	"could"	"never"	"have"	"look"	"happy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"person"	"at"	"∅"	"the"	"∅_person"	"person_at"	"at_the"	"∅_∅_person"	"∅_person_at"	"person_at_the"	"at_the_child"	"ε"	"ε"	"NNP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"at"	"the"	"child"	"his"	"mouth"	"slightly"	"opened"	"his"	"eye"	"dull"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"person"	"about"	","	"."	",_person"	"person_about"	"about_."	"clump_,_person"	",_person_about"	"person_about_."	"about_._∅"	"NN"	"ε"	"NNP"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lie"	"in"	"the"	"grass"	"the"	"brush"	"clump"	"person"	"look"	"about"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"girl"	"."	"little"	"∅"	"little_girl"	"girl_."	"._∅"	"that_little_girl"	"little_girl_."	"girl_._∅"	"._∅_∅"	"IN"	"JJ"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"go"	"downstairs"	"with"	"tray"	"person"	"wish"	"he"	"could"	"have"	"give_in"	"to"	"person"	"but"	"he"	"know"	"better"	"to"	"do"	"what"	"she"	"say"	"when"	"she"	"have"	"that"	"little"	"girl"	"look"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"go_on"	"out"	"person"	"the"	"person_go_on"	"go_on_out"	"out_the"	",_person_go_on"	"person_go_on_out"	"go_on_out_the"	"out_the_window"	"ε"	"NNP"	"VB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"person"	"drive"	"person"	"go_on"	"look"	"out"	"the"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"you"	"about"	"``"	"fifteen"	"``_you"	"you_about"	"about_fifteen"	",_``_you"	"``_you_about"	"you_about_fifteen"	"about_fifteen_year"	"ε"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"you"	"look"	"about"	"fifteen"	"year"	"old"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
