"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"
"1:18:00::"	"a"	"with"	","	"weather"	",_a"	"a_with"	"with_weather"	"her_,_a"	",_a_with"	"a_with_weather"	"with_weather_crack"	"PRP$"	"ε"	"DT"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"glance"	"at"	"the"	"nod"	"beside"	"her"	"a"	"man"	"with"	"weather"	"crack"	"furrow"	"into"	"his"	"lean"	"cheek"	"with"	"powdery"	"pale"	"eye"	"reflect"	"all"	"the"	"drought"	"he"	"had"	"see"	"reflect"	"the"	"sky"	"and"	"the"	"drought"	"which"	"must"	"follow"	"now"	"in"	"august"	"yes"	"with"	"eye"	"predict"	"the"	"drought"	"and"	"here"	"it"	"was"	"only"	"june"	"only"	"festival"	"time"	"again"	"and"	"thought"	"of"	"person"	"would"	"not"	"leave"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"three"	"and"	"and"	"a"	"and_three"	"three_and"	"and_a"	"open_and_three"	"and_three_and"	"three_and_a"	"and_a_woman"	"VB"	"CC"	"JJ"	"NN"	"CC"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"door"	"and"	"three"	"man"	"and"	"a"	"woman"	"in"	"a"	"sari"	"sweep"	"past"	"him"	"and"	"down_the_stairs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:08::"	"his"	"cover"	"from"	"the"	"from_his"	"his_cover"	"cover_the"	"report_from_his"	"from_his_cover"	"his_cover_the"	"cover_the_floor"	"NN"	"IN"	"PRP$"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"person"	"send"	"person"	"for"	"person"	"he"	"be"	"able"	"to"	"complete"	"his"	"inspection"	"of"	"the"	"third"	"floor"	"and"	"to"	"receive"	"a"	"report"	"from"	"his"	"man"	"cover"	"the"	"floor"	"above"	"before"	"person"	"return"	"buoy_up"	"by"	"a"	"brief"	"stop"	"for"	"another"	"glass"	"of"	"champagne"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:03::"	"one"	"can"	")"	"direct"	")_one"	"one_can"	"can_direct"	"a_)_one"	")_one_can"	"one_can_direct"	"can_direct_about"	"DT"	"ε"	"JJ"	"NN"	"MD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"assumption"	"upon"	"which"	"the"	"example"	"show"	"in"	"is"	"base"	"be"	"a"	"one"	"man"	"can"	"direct"	"about"	"six"	"subordinate"	"if"	"the"	"subordinate"	"are"	"choose"	"carefully"	"so"	"that"	"they"	"do"	"not"	"need"	"too_much"	"personal"	"coach"	"indoctrinate"	"etc."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:04::"	"a"	"be"	"of"	"unique"	"of_a"	"a_be"	"be_unique"	"death_of_a"	"of_a_be"	"a_be_unique"	"be_unique_,"	"NN"	"IN"	"DT"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"of"	"a"	"man"	"be"	"unique"	"and"	"yet"	"it"	"be"	"universal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"create"	"in"	"god"	"his"	"god_create"	"create_in"	"in_his"	"so_god_create"	"god_create_in"	"create_in_his"	"in_his_own"	"RB"	"NN"	"VB"	"NN"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"biblical"	"symbol"	"for"	"this"	"affirmation"	"is"	"in"	"the"	"word"	"so"	"god"	"create"	"man"	"in"	"his"	"own"	"image"	"in"	"the"	"similitude"	"of"	"god"	"he"	"create"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"describe"	"'s"	"person"	"creation"	"person_describe"	"describe_'s"	"'s_creation"	"therefore_person_describe"	"person_describe_'s"	"describe_'s_creation"	"'s_creation_as_follows"	"RB"	"NNP"	"VB"	"NN"	"POS"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"therefore"	"describe"	"man"	"creation"	"as_follows"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:04::"	"the"	"should"	"so_that"	"not"	"so_that_the"	"the_should"	"should_not"	"``_so_that_the"	"so_that_the_should"	"the_should_not"	"should_not_have"	"ε"	"RB"	"DT"	"NN"	"MD"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so_that"	"man"	"should"	"not"	"have"	"thought"	"of"	"grandeur"	"and"	"become"	"lift_up"	"as"	"if"	"he"	"have"	"no"	"lord"	"because"	"of"	"the"	"dominion"	"that"	"had"	"been"	"give"	"to"	"him"	"and"	"the"	"freedom"	"fall"	"into"	"sin"	"against"	"god"	"his"	"creator"	"overstep"	"his"	"bounds"	"and"	"take_up"	"an"	"attitude"	"of"	"self-conceited"	"arrogance"	"towards"	"god"	"a"	"law"	"was"	"give"	"him"	"by"	"god"	"that"	"he"	"might"	"know"	"that"	"he"	"have"	"for"	"lord"	"the"	"lord"	"of"	"all"	
"1:14:00::"	"∅"	"was"	"∅"	"create"	"∅_∅"	"∅_was"	"was_create"	"∅_∅_∅"	"∅_∅_was"	"∅_was_create"	"was_create_with"	"ε"	"ε"	"ε"	"NN"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"create"	"with"	"the"	"capacity"	"for"	"immortality"	"but"	"the"	"devil"	"promise"	"of"	"immortality"	"in"	"exchange"	"for"	"disobedience"	"cost"	"adam"	"his"	"immortality"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	","	"begin"	"existence"	"the"	"existence_,"	",_begin"	"begin_the"	"individual_existence_,"	"existence_,_begin"	",_begin_the"	"begin_the_downward"	"JJ"	"NN"	"ε"	"NN"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"this"	"act"	"of"	"disobedience"	"and"	"not"	"the"	"inception"	"of"	"his"	"individual"	"existence"	"man"	"begin"	"the"	"downward"	"circuit"	"on"	"the"	"spiral"	"of"	"history"	"descend"	"from"	"the"	"create"	"capacity"	"for"	"immortality"	"to"	"an"	"inescapable"	"mortality"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"["	"]"	"him"	"out"	"him_["	"[_]"	"]_out"	"drive_out_him_["	"him_[_]"	"[_]_out"	"]_out_of"	"VB"	"PRP"	"ε"	"NN"	"ε"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wherefore"	"also"	"he"	"god"	"him"	"man"	"out"	"of"	"paradise"	"and"	"remove"	"him"	"far"	"from"	"the"	"tree"	"of"	"life"	"not"	"because"	"he"	"envy"	"him"	"the"	"tree"	"of"	"life"	"as"	"some"	"venture"	"to"	"assert"	"but"	"because"	"he"	"pity"	"him"	"and"	"did"	"not"	"desire"	"that"	"he"	"should"	"continue"	"a"	"sinner"	"for"	"ever"	"nor"	"that"	"the"	"sin"	"which"	"surround"	"him"	"should"	"be"	"immortal"	"and"	"evil"	"interminable"	"and"	"irremediable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:04::"	"remind"	"of"	"death"	"his"	"death_remind"	"remind_of"	"of_his"	"∅_death_remind"	"death_remind_of"	"remind_of_his"	"of_his_sin"	"ε"	"NN"	"VB"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"remind"	"man"	"of"	"his"	"sin"	"but"	"it"	"remind"	"him"	"also"	"of"	"his"	"transience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"middle-aged"	")"	"thick"	"was"	"thick_middle-aged"	"middle-aged_)"	")_was"	"the_thick_middle-aged"	"thick_middle-aged_)"	"middle-aged_)_was"	")_was_look"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"middle-aged"	"man"	"was"	"look"	"at"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"older"	"got_to"	"the"	"talk_about"	"the_older"	"older_got_to"	"got_to_talk_about"	"night_the_older"	"the_older_got_to"	"older_got_to_talk_about"	"got_to_talk_about_go"	"NN"	"DT"	"JJ"	"NN"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"the"	"older"	"man"	"got_to"	"talk_about"	"go"	"hunting"	"on"	"a"	"moonlight"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:04::"	"of"	"for"	"need"	"accomplish"	"need_of"	"of_for"	"for_accomplish"	"no_need_of"	"need_of_for"	"of_for_accomplish"	"for_accomplish_his"	"DT"	"NN"	"IN"	"NN"	"IN"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"an"	"ancient"	"and"	"venerable"	"tradition"	"in"	"the"	"church"	"derive"	"however"	"from"	"the"	"heritage"	"of"	"the"	"greek"	"rather"	"than"	"from"	"the"	"bible"	"that"	"god"	"completely"	"independent"	"of"	"his"	"creation"	"and"	"so"	"have"	"no"	"need"	"of"	"man"	"for"	"accomplish"	"his"	"work"	"in"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:04::"	"cultured"	"."	"to"	"∅"	"to_cultured"	"cultured_."	"._∅"	"irrelevant_to_cultured"	"to_cultured_."	"cultured_._∅"	"._∅_∅"	"JJ"	"TO"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"yet"	"this"	"exactly"	"the"	"risk"	"we"	"run"	"when"	"we"	"assume"	"as"	"we"	"too"	"often"	"do"	"that"	"we"	"can"	"continue"	"preach"	"the"	"gospel"	"in"	"a"	"form"	"that"	"make"	"it"	"seem"	"incredible"	"and"	"irrelevant"	"to"	"cultured"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:04::"	"modern"	"in"	"be"	"a"	"be_modern"	"modern_in"	"in_a"	"about_be_modern"	"be_modern_in"	"modern_in_a"	"in_a_distinctively"	"IN"	"VB"	"JJ"	"NN"	"IN"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"make"	"this"	"long"	"and"	"diverse"	"tradition"	"essentially"	"one"	"be"	"that"	"who"	"have"	"belong_to"	"it"	"have"	"be"	"profoundly"	"in_earnest"	"about"	"be"	"modern"	"man"	"in"	"a"	"distinctively"	"modern_world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"all"	"."	"to"	"∅"	"to_all"	"all_."	"._∅"	"common_to_all"	"to_all_."	"all_._∅"	"._∅_∅"	"JJ"	"TO"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"soil"	"be"	"to"	"all"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"no"	"can"	"law_of_nature"	"assert"	"law_of_nature_no"	"no_can"	"can_assert"	"the_law_of_nature_no"	"law_of_nature_no_can"	"no_can_assert"	"can_assert_an"	"DT"	"NN"	"DT"	"NN"	"MD"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"because"	"community"	"not"	"severalty"	"property"	"be"	"the"	"law_of_nature"	"no"	"man"	"can"	"assert"	"an"	"absolutely"	"unalterable"	"right"	"to"	"what"	"be"	"his"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:01::"	"of"	"and"	"treatment"	"animal"	"treatment_of"	"of_and"	"and_animal"	"abstract_treatment_of"	"treatment_of_and"	"of_and_animal"	"and_animal_,"	"JJ"	"NN"	"IN"	"NN"	"CC"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whenever"	"artist"	"indeed"	"turn_to"	"actual"	"representation"	"or"	"mold"	"three-dimensional_figure"	"which"	"be"	"rare"	"down"	"to"	"bc"	"they"	"tend"	"to"	"reflect"	"reality"	"plate"	"a"	"schematic"	"abstract"	"treatment"	"of"	"man"	"and"	"animal"	"by"	"intent"	"rise"	"only"	"in"	"the"	"late"	"eighth"	"century"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:03::"	"the"	"were"	"as"	"doing"	"as_the"	"the_were"	"were_doing"	",_as_the"	"as_the_were"	"the_were_doing"	"were_doing_."	"ε"	"IN"	"DT"	"NN"	"VBD"	"VBG"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"meanwhile"	"i"	"reload"	"my"	"as"	"the"	"man"	"were"	"doing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
