"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"
"2:30:00::"	"to"	"partially"	"time"	"thawed"	"time_to"	"to_partially"	"partially_thawed"	"just_time_to"	"time_to_partially"	"to_partially_thawed"	"partially_thawed_out"	"RB"	"NN"	"TO"	"VB"	"RB"	"JJ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"usually"	"back"	"in"	"concord"	"by"	"there"	"be"	"just"	"time"	"to"	"get"	"partially"	"thawed"	"out"	"refuel"	"and"	"grab"	"a_bit"	"of"	"mrs._fogg"	"hot"	"broth"	"before"	"start"	"the"	"second"	"trip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"always"	"restless"	"legislators"	"for"	"legislators_always"	"always_restless"	"restless_for"	"∅_legislators_always"	"legislators_always_restless"	"always_restless_for"	"restless_for_a"	"ε"	"NNS"	"RB"	"VB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"always"	"get"	"restless"	"for"	"a"	"special"	"session"	"whether"	"for"	"the"	"companionship"	"or"	"the"	"per_diem"	"be"	"not"	"certain"	"and"	"if"	"they"	"start"	"agitate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"she"	"the"	"that"	"designation"	"that_she"	"she_the"	"the_designation"	"witness_that_she"	"that_she_the"	"she_the_designation"	"the_designation_she"	"NN"	"IN"	"PRP"	"VB"	"DT"	"NN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"when"	"she"	"was"	"as"	"a"	"material"	"witness"	"that"	"she"	"get"	"the"	"designation"	"she"	"like"	"best"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"n't"	"loving"	"would"	"-"	"would_n't"	"n't_loving"	"loving_-"	"who_would_n't"	"would_n't_loving"	"n't_loving_-"	"loving_-_even"	"WP"	"MD"	"RB"	"VB"	"JJ"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"diane"	"be"	"the"	"type"	"of"	"girl"	"jelke"	"who"	"would"	"n't"	"get"	"loving"	"even"	"on"	"her"	"wedding"	"night"	"unless"	"you"	"pile_up"	"all"	"your"	"money"	"in_the_middle"	"of"	"the"	"floor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"police"	"to"	"houston"	"know"	"houston_police"	"police_to"	"to_know"	"∅_houston_police"	"houston_police_to"	"police_to_know"	"to_know_diane"	"ε"	"NNP"	"NN"	"VB"	"VB"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"police"	"get"	"to"	"know"	"diane"	"two"	"years"	"ago"	"when"	"the"	"vice_squad"	"pick_up"	"her"	"up"	"for"	"question"	"about"	"a"	"call_girl"	"ring"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"will"	"the"	"overseas"	"fall"	"overseas_will"	"will_the"	"the_fall"	"from_overseas_will"	"overseas_will_the"	"will_the_fall"	"the_fall_dance"	"IN"	"NN"	"MD"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"noted"	"from"	"overseas"	"will"	"get"	"the"	"fall"	"dance"	"season"	"off"	"to"	"a"	"sparkling"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"we"	"much"	"do"	"which"	"do_we"	"we_much"	"much_which"	"emancipation_do_we"	"do_we_much"	"we_much_which"	"much_which_make"	"NN"	"VBP"	"PRP"	"VB"	"JJ"	"WDT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"only"	"in"	"its"	"final"	"scene"	"where"	"beatie_bryant"	"mary_doyle"	"shake_off"	"the"	"disappointment"	"of"	"being"	"by"	"her"	"intellectual"	"lover"	"and"	"proclaim"	"her"	"emancipation"	"do"	"we"	"get"	"much"	"which"	"make"	"worthwhile"	"the"	"series"	"of"	"boorish"	"rustic"	"happenings"	"we"	"have"	"have"	"to"	"watch"	"for"	"most_of"	"the"	"first"	"two"	"and"	"one-half"	"acts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	","	"no"	"beatie"	"sympathy"	"beatie_,"	",_no"	"no_sympathy"	"∅_beatie_,"	"beatie_,_no"	",_no_sympathy"	"no_sympathy_for"	"ε"	"NNP"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"get"	"no"	"sympathy"	"for"	"her"	"misfortune"	"soon"	"rally"	"and"	"find"	"that"	"although"	"she"	"has"	"lose"	"a"	"lover"	"she"	"has"	"gain"	"her"	"freedom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"'ll"	"one"	"i"	"overnight"	"i_'ll"	"'ll_one"	"one_overnight"	",_i_'ll"	"i_'ll_one"	"'ll_one_overnight"	"one_overnight_a"	"ε"	"PRP"	"MD"	"VB"	"CD"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"i"	"one"	"overnight"	"a"	"month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"bombers"	"there"	"our"	"."	"our_bombers"	"bombers_there"	"there_."	"before_our_bombers"	"our_bombers_there"	"bombers_there_."	"there_._∅"	"IN"	"PRP$"	"NNS"	"VB"	"EX"	"ε"	"ε"	"an"	"aircraft"	"with"	"a"	"load"	"of"	"small"	"nuclear_weapons"	"could"	"very"	"conceivably"	"be"	"give"	"a"	"mission"	"to"	"suppress"	"all"	"trains"	"operate"	"within"	"a"	"specified"	"geographic_area"	"of"	"russia"	"provide"	"that"	"we"	"had"	"use"	"some"	"of"	"our"	"icbms"	"to"	"degrade"	"russia"	"air_defenses"	"before"	"bombers"	"get"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	"women"	"a"	"some"	"real"	"some_women"	"women_a"	"a_real"	"∅_some_women"	"some_women_a"	"women_a_real"	"a_real_thrill"	"ε"	"DT"	"NNS"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"women"	"get"	"a"	"real"	"thrill"	"out"	"of"	"housework"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"i"	"there"	"when"	"."	"when_i"	"i_there"	"there_."	"that_when_i"	"when_i_there"	"i_there_."	"there_._∅"	"IN"	"WRB"	"PRP"	"VB"	"EX"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"decide"	"that"	"i"	"get"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"∅"	"to"	"∅"	"and"	"∅_∅"	"∅_to"	"to_and"	"∅_∅_∅"	"∅_∅_to"	"∅_to_and"	"to_and_from"	"ε"	"ε"	"ε"	"VB"	"VB"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"and"	"from"	"school"	"be"	"no"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"of"	"to"	"way"	"school"	"way_of"	"of_to"	"to_school"	"a_way_of"	"way_of_to"	"of_to_school"	"to_school_,"	"DT"	"NN"	"IN"	"VB"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"way"	"of"	"get"	"to"	"school"	"but"	"i"	"understand"	"it"	"entail"	"a"	"certain"	"loss"	"of"	"social_status"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"already"	"an"	"'s"	"education"	"'s_already"	"already_an"	"an_education"	"he_'s_already"	"'s_already_an"	"already_an_education"	"an_education_."	"PRP"	"VBZ"	"RB"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nobody"	"walk"	"any_more"	"but"	"crackpots"	"harry_truman"	"and"	"he"	"already"	"get"	"an"	"education"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"of"	"the"	"ways"	"maximum"	"ways_of"	"of_the"	"the_maximum"	"of_ways_of"	"ways_of_the"	"of_the_maximum"	"the_maximum_use"	"IN"	"NNS"	"IN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"housewives"	"are"	"find"	"hundreds"	"of"	"ways"	"of"	"get"	"the"	"maximum"	"use"	"out"	"of"	"traditional"	"designs"	"say"	"mr._alden"	"and"	"they"	"are"	"do"	"it"	"largely"	"because"	"colonial"	"craftsmen"	"have"	"an"	"innate"	"sense"	"of"	"the"	"practical"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"to"	"have"	"know"	"have_to"	"to_to"	"to_know"	"would_have_to"	"have_to_to"	"to_to_know"	"to_know_certain"	"MD"	"VB"	"VB"	"VB"	"VB"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"they"	"become"	"members"	"of"	"the"	"city"	"police"	"narcotics"	"unit"	"sokol"	"they"	"were"	"tell"	"they"	"would"	"have"	"to"	"get"	"to"	"know"	"certain"	"areas"	"of"	"chicago"	"in_which"	"narcotics"	"were"	"sell"	"and"	"they"	"would"	"have"	"to"	"get"	"to"	"know"	"people"	"in"	"the"	"narcotics"	"racket"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"to"	"have"	"know"	"have_to"	"to_to"	"to_know"	"would_have_to"	"have_to_to"	"to_to_know"	"to_know_people"	"MD"	"VB"	"VB"	"VB"	"VB"	"VB"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"they"	"become"	"members"	"of"	"the"	"city"	"police"	"narcotics"	"unit"	"sokol"	"say"	"they"	"were"	"tell"	"they"	"would"	"have"	"get"	"to"	"know"	"certain"	"areas"	"of"	"chicago"	"in_which"	"narcotics"	"were"	"and"	"they"	"would"	"have"	"to"	"get"	"to"	"know"	"people"	"in"	"the"	"narcotics"	"racket"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"year"	"way"	"-"	"way_to"	"to_year"	"year_-"	"economical_way_to"	"way_to_year"	"to_year_-"	"year_-_'"	"JJ"	"NN"	"TO"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"there"	"no"	"denying"	"that"	"the"	"and"	"most"	"economical"	"way"	"to"	"get"	"year"	"round"	"whole-house"	"air"	"conditioning"	"be"	"when"	"you"	"build"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"can"	"a"	"you"	"hot"	"you_can"	"can_a"	"a_hot"	"∅_you_can"	"you_can_a"	"can_a_hot"	"a_hot_water_system"	"ε"	"PRP"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"can"	"get"	"a"	"hot"	"water_system"	"that"	"will"	"also"	"work"	"for"	"cool"	"your"	"house"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"evadna_mae_evans"	"all"	"``"	"her"	"``_evadna_mae_evans"	"evadna_mae_evans_all"	"all_her"	"∅_``_evadna_mae_evans"	"``_evadna_mae_evans_all"	"evadna_mae_evans_all_her"	"all_her_baby"	"ε"	"ε"	"NNP"	"VB"	"DT"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"get"	"all"	"her"	"baby"	"clothes"	"from"	"best"	"liliputian_bazaar"	"in"	"new_york"	"and"	"i"	"be"	"sick"	"and"	"tired_of"	"hear"	"about"	"evadna_mae_evans"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"can"	"plenty"	"i"	"more"	"i_can"	"can_plenty"	"plenty_more"	",_i_can"	"i_can_plenty"	"can_plenty_more"	"plenty_more_''"	"ε"	"PRP"	"MD"	"VB"	"NN"	"JJR"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"n't"	"worry"	"can"	"get"	"plenty"	"more"	"eugenia"	"say"	"wonder"	"where"	"in"	"the"	"world"	"she"	"could"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"was"	"too"	"she"	"old"	"she_was"	"was_too"	"too_old"	"say_she_was"	"she_was_too"	"was_too_old"	"too_old_to"	"VB"	"PRP"	"VBD"	"VB"	"RB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"beg"	"grandma"	"to"	"let"	"them"	"put"	"a"	"bed"	"the"	"kitchen"	"for"	"her"	"but"	"grandma"	"say"	"she"	"was"	"get"	"too"	"old"	"to"	"sleep"	"in"	"strange"	"beds"	"and"	"be"	"see"	"with"	"her"	"teeth"	"out"	"and"	"that"	"she"	"hope"	"to"	"die"	"in"	"privacy"	"like"	"a"	"christian"	"and"	"if"	"the"	"lord"	"will"	"it"	"to"	"be"	"of"	"than"	"it"	"would"	"have"	"to"	"be"	"that"	"way"	
"2:33:00::"	"may"	"a_little"	"which"	"too"	"which_may"	"may_a_little"	"a_little_too"	"show_which_may"	"which_may_a_little"	"may_a_little_too"	"a_little_too_frantic"	"NN"	"WDT"	"MD"	"VB"	"RB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"a"	"show"	"which"	"may"	"get"	"a_little"	"too"	"frantic"	"at_times"	"but"	"be"	"nevertheless"	"worth"	"your"	"appraisal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"trial"	"under_way"	"the"	"when"	"the_trial"	"trial_under_way"	"under_way_when"	"before_the_trial"	"the_trial_under_way"	"trial_under_way_when"	"under_way_when_judge_h._hobart_grooms"	"IN"	"DT"	"NN"	"VB"	"JJ"	"WRB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"incident"	"before"	"the"	"trial"	"get"	"under_way"	"when"	"judge_h._hobart_grooms"	"tell"	"the"	"jury"	"panel"	"he"	"had"	"hear"	"reports"	"of"	"jury-tampering"	"efforts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"my"	"promise"	"firm"	"promise_to"	"to_my"	"my_firm"	"he_promise_to"	"promise_to_my"	"to_my_firm"	"my_firm_the"	"PRP"	"VB"	"TO"	"VB"	"PRP$"	"NN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"put"	"arger"	"on"	"the"	"because"	"he"	"promise"	"to"	"get"	"my"	"firm"	"the"	"stevedore"	"account"	"at"	"navy"	"pier"	"stein"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
