"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"	"A141"	"A142"	"A143"	"A144"	"A145"	"A146"	"A147"	"A148"	"A149"	"A150"	"A151"	"A152"	"A153"	"A154"	"A155"	"A156"
"1:03:00::"	"∅"	"say"	"∅"	":"	"∅_∅"	"∅_say"	"say_:"	"∅_∅_∅"	"∅_∅_say"	"∅_say_:"	"say_:_``"	"ε"	"ε"	"ε"	"NNP"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"say"	"i"	"have"	"some"	"antiseptic"	"salve"	"with"	"me"	"but"	"it"	"be"	"too"	"late"	"for"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"be"	"'s"	"as"	"essay"	"as_be"	"be_'s"	"'s_essay"	"important_as_be"	"as_be_'s"	"be_'s_essay"	"'s_essay_,"	"JJ"	"IN"	"VB"	"NNP"	"POS"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"important"	"be"	"person"	"essay"	"his"	"thesis"	"be"	"so"	"restricting"	"as"	"to"	"deny"	"person"	"the"	"stature"	"which"	"he"	"obviously"	"have"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"deny"	"the"	"to"	"stature"	"to_deny"	"deny_the"	"the_stature"	"as_to_deny"	"to_deny_the"	"deny_the_stature"	"the_stature_which"	"RB"	"TO"	"VB"	"NNP"	"DT"	"NN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"important"	"as"	"be"	"person"	"essay"	"his"	"thesis"	"so"	"restricting"	"as"	"to"	"deny"	"person"	"the"	"stature"	"which"	"he"	"obviously"	"have"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"write_on"	"have"	"others"	"find"	"others_write_on"	"write_on_have"	"have_find"	"∅_others_write_on"	"others_write_on_have"	"write_on_have_find"	"have_find_the"	"ε"	"NNS"	"VB"	"NNP"	"VBP"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write_on"	"person"	"have"	"find"	"the"	"phrase"	"traditional"	"moralist"	"either"	"inadequate"	"or"	"misleading"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"that"	"be"	"assert"	"southern"	"assert_that"	"that_be"	"be_southern"	"to_assert_that"	"assert_that_be"	"that_be_southern"	"be_southern_."	"TO"	"VB"	"IN"	"NNP"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"no"	"necessity"	"i"	"to"	"assert"	"that"	"person"	"be"	"southern"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"with"	"than"	"difficult"	"with"	"difficult_with"	"with_than"	"than_with"	"more_difficult_with"	"difficult_with_than"	"with_than_with"	"than_with_most"	"RB"	"JJ"	"IN"	"NNP"	"IN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"difficult"	"with"	"person"	"than"	"with"	"most"	"author"	"to"	"say"	"what"	"be"	"the"	"extent"	"and"	"what"	"be"	"the"	"source"	"of"	"his"	"knowledge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"look_at"	"against"	"in"	"his"	"in_look_at"	"look_at_against"	"against_his"	"but_in_look_at"	"in_look_at_against"	"look_at_against_his"	"against_his_background"	"RB"	"IN"	"VB"	"NNP"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"look_at"	"person"	"against"	"his"	"background"	"in"	"mississippi"	"and"	"the"	"south"	"it"	"be"	"important"	"not"	"to"	"lose"	"the"	"broad"	"perspective"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"of"	"'s"	"ingredient"	"novel"	"ingredient_of"	"of_'s"	"'s_novel"	"the_ingredient_of"	"ingredient_of_'s"	"of_'s_novel"	"'s_novel_and"	"DT"	"NN"	"IN"	"NNP"	"POS"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"of"	"person"	"novel"	"and"	"story"	"be"	"by_no_means"	"new"	"with"	"him"	"and"	"most_of"	"the"	"problem"	"he"	"take_up"	"have"	"have"	"the"	"attention"	"of"	"author"	"before"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"since"	"publish"	"at_least"	"swallow-barn"	"at_least_since"	"since_publish"	"publish_swallow-barn"	"literature_at_least_since"	"at_least_since_publish"	"since_publish_swallow-barn"	"publish_swallow-barn_in"	"NN"	"RB"	"IN"	"NNP"	"VB"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"planter"	"aristocracy"	"has"	"in"	"literature"	"at_least"	"since"	"person"	"publish"	"swallow-barn"	"in"	"and"	"in"	"his"	"genial"	"portrait"	"of"	"person"	"preside"	"over"	"his"	"plantation"	"dominion"	"initiate"	"the"	"most"	"persistent"	"tradition"	"of"	"southern"	"literature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"of"	"preside"	"portrait"	"over"	"portrait_of"	"of_preside"	"preside_over"	"genial_portrait_of"	"portrait_of_preside"	"of_preside_over"	"preside_over_his"	"JJ"	"NN"	"IN"	"NNP"	"VB"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"planter"	"aristocracy"	"has"	"appear"	"in"	"literature"	"at_least"	"since"	"publish"	"swallow-barn"	"in"	"and"	"in"	"his"	"genial"	"portrait"	"of"	"person"	"preside"	"over"	"his"	"plantation"	"dominion"	"initiate"	"the"	"most"	"persistent"	"tradition"	"of"	"southern"	"literature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"as"	"show"	","	"forty"	",_as"	"as_show"	"show_forty"	"actuality_,_as"	",_as_show"	"as_show_forty"	"show_forty_year"	"NN"	"ε"	"IN"	"NNP"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"myth"	"of"	"the"	"southern"	"plantation"	"has"	"only"	"a"	"tangential"	"relation"	"with"	"actuality"	"as"	"person"	"show"	"forty"	"year"	"ago"	"and"	"i"	"suspect"	"it"	"has"	"have"	"a"	"far"	"narrow"	"acceptance"	"as"	"something"	"real"	"than"	"has"	"generally"	"been"	"suppose"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"∅"	"'s"	"∅"	"low-class"	"∅_∅"	"∅_'s"	"'s_low-class"	"∅_∅_∅"	"∅_∅_'s"	"∅_'s_low-class"	"'s_low-class_character"	"ε"	"ε"	"ε"	"NNP"	"POS"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"low-class"	"character"	"have"	"but"	"few"	"counterpart"	"in"	"earlier"	"southern"	"novel"	"deal"	"with"	"plantation"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"include"	","	"life"	"creator"	"life_include"	"include_,"	",_creator"	"low_life_include"	"life_include_,"	"include_,_creator"	",_creator_of"	"JJ"	"NN"	"VB"	"NNP"	"ε"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"others"	"who"	"write_of"	"low"	"and"	"low"	"life"	"include"	"person"	"creator"	"of"	"the"	"person"	"of"	"arkansas"	"and"	"person"	"the"	"person"	"person"	"whose"	"character"	"person"	"bear"	"a"	"close"	"kinship"	"to"	"person"	"in"	"both"	"his"	"willingness"	"to"	"take_advantage"	"cruel"	"advantage"	"of"	"all"	"and"	"sundry"	"and"	"the"	"sharpness"	"with"	"which"	"he"	"habitually"	"carry_out"	"his"	"will"	"and"	"person"	"whose"	"tennessee"	"hillbilly"	"character"	"person"	"perpetrate"	"more"	"unmalicious"	"mischief"	"and"	"more"	"unintended"	"pain"	"than"	"any"	"character"	"in"	"literature"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"the"	"of"	"of"	"arkansas"	"of_the"	"the_of"	"of_arkansas"	"creator_of_the"	"of_the_of"	"the_of_arkansas"	"of_arkansas_and"	"NN"	"IN"	"DT"	"NNP"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"others"	"who"	"write_of"	"low"	"character"	"and"	"life"	"include"	"person"	"creator"	"of"	"the"	"person"	"of"	"arkansas"	"and"	"person"	"the"	"person"	"person"	"whose"	"character"	"person"	"bear"	"a"	"close"	"kinship"	"to"	"person"	"in"	"both"	"his"	"willingness"	"to"	"take_advantage"	"cruel"	"advantage"	"of"	"all"	"and"	"sundry"	"and"	"the"	"sharpness"	"with"	"which"	"he"	"habitually"	"carry_out"	"his"	"will"	"and"	"person"	"whose"	"tennessee"	"hillbilly"	"character"	"person"	"perpetrate"	"more"	"unmalicious"	"mischief"	"and"	"more"	"unintended"	"pain"	"than"	"any"	"character"	"in"	"literature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"and"	","	"arkansas"	"the"	"arkansas_and"	"and_,"	",_the"	"of_arkansas_and"	"arkansas_and_,"	"and_,_the"	",_the_person"	"IN"	"NN"	"CC"	"NNP"	"ε"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"others"	"who"	"write_of"	"low"	"character"	"and"	"low"	"life"	"person"	"creator"	"of"	"the"	"person"	"of"	"arkansas"	"and"	"person"	"the"	"person"	"person"	"whose"	"character"	"person"	"bear"	"a"	"close"	"kinship"	"to"	"person"	"in"	"both"	"his"	"willingness"	"to"	"take_advantage"	"cruel"	"advantage"	"of"	"all"	"and"	"sundry"	"and"	"the"	"sharpness"	"with"	"which"	"he"	"habitually"	"carry_out"	"his"	"will"	"and"	"person"	"whose"	"tennessee"	"hillbilly"	"character"	"person"	"perpetrate"	"more"	"unmalicious"	"mischief"	"and"	"more"	"unintended"	"pain"	"than"	"any"	"character"	"in"	"literature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"the"	";"	","	"person"	",_the"	"the_;"	";_person"	"person_,_the"	",_the_;"	"the_;_person"	";_person_,"	"NNP"	"ε"	"DT"	"NNP"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"others"	"who"	"write_of"	"low"	"character"	"and"	"low"	"life"	"include"	"person"	"of"	"the"	"person"	"of"	"arkansas"	"and"	"person"	"the"	"person"	"person"	"whose"	"character"	"person"	"bear"	"a"	"close"	"kinship"	"to"	"person"	"in"	"both"	"his"	"willingness"	"to"	"take_advantage"	"cruel"	"advantage"	"of"	"all"	"and"	"sundry"	"and"	"the"	"sharpness"	"with"	"which"	"he"	"habitually"	"carry_out"	"his"	"will"	"and"	"person"	"whose"	"tennessee"	"hillbilly"	"character"	"person"	"perpetrate"	"more"	"unmalicious"	"mischief"	"and"	"more"	"unintended"	"pain"	"than"	"any"	"character"	"in"	"literature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	";"	","	"person"	"whose"	"person_;"	";_,"	",_whose"	"the_person_;"	"person_;_,"	";_,_whose"	",_whose_character"	"DT"	"NNP"	"ε"	"NNP"	"ε"	"WP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"others"	"who"	"write_of"	"low"	"character"	"and"	"low"	"life"	"include"	"person"	"creator"	"the"	"person"	"of"	"arkansas"	"and"	"person"	"the"	"person"	"person"	"whose"	"character"	"person"	"bear"	"a"	"close"	"kinship"	"to"	"person"	"in"	"both"	"his"	"willingness"	"to"	"take_advantage"	"cruel"	"advantage"	"of"	"all"	"and"	"sundry"	"and"	"the"	"sharpness"	"with"	"which"	"he"	"habitually"	"carry_out"	"his"	"will"	"and"	"person"	"whose"	"tennessee"	"hillbilly"	"character"	"person"	"perpetrate"	"more"	"unmalicious"	"mischief"	"and"	"more"	"unintended"	"pain"	"than"	"any"	"character"	"in"	"literature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"character"	"bear"	"whose"	"a"	"whose_character"	"character_bear"	"bear_a"	",_whose_character"	"whose_character_bear"	"character_bear_a"	"bear_a_close"	"ε"	"WP$"	"NN"	"NNP"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"others"	"who"	"write_of"	"low"	"character"	"and"	"low"	"life"	"include"	"person"	"creator"	"of"	"the"	"of"	"arkansas"	"and"	"person"	"the"	"person"	"person"	"whose"	"character"	"person"	"bear"	"a"	"close"	"kinship"	"to"	"person"	"in"	"both"	"his"	"willingness"	"to"	"take_advantage"	"cruel"	"advantage"	"of"	"all"	"and"	"sundry"	"and"	"the"	"sharpness"	"with"	"which"	"he"	"habitually"	"carry_out"	"his"	"will"	"and"	"person"	"whose"	"tennessee"	"hillbilly"	"character"	"person"	"perpetrate"	"more"	"unmalicious"	"mischief"	"and"	"more"	"unintended"	"pain"	"than"	"any"	"character"	"in"	"literature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
